Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
The Big Trees,Drama,1952,tt0044420,0.0,4.4,nm0000018,nm0588322,nm0943867,nm0118000,1916,1923,1926,1903,86.0,18.0,19.0,374.0,M,F,F,M
Betaab,Other,1983,tt0254179,0.0,4.6,nm0004433,nm0747131,nm0159159,nm0219971,1931,1931,1935,1956,69.0,98.0,104.0,90.0,M,F,M,M
Bless the Child,Drama,2000,tt0163983,609038.8454994193,4.3,nm0000107,nm0001751,nm0001722,nm0171052,1953,1955,1967,1992,54.0,141.0,89.0,2.0,F,M,M,F
Secrets,Drama,1924,tt0015312,0.0,4.5,nm0848232,nm0639545,nm0224495,nm0280605,1894,1880,1902,1860,67.0,19.0,1.0,11.0,F,M,F,F
The Program,Action/Adventure,1993,tt0107889,11609286.614221303,4.8,nm0001001,nm0000932,nm0004898,nm0001729,1940,1966,1973,1960,183.0,70.0,212.0,54.0,M,F,M,M
San Francisco,Drama,1936,tt0028216,11609286.614221303,6.0,nm0000022,nm0531776,nm0000075,nm0392442,1901,1903,1900,1888,61.0,30.0,71.0,82.0,M,F,M,M
13 Ghosts,Other,1960,tt0053559,0.0,4.4,nm0378517,nm0607507,nm0590398,nm0213619,1948,1939,1931,1910,15.0,10.0,329.0,132.0,M,F,M,F
The Emperor's Shadow,Drama,1996,tt0125994,0.0,4.7,nm0422638,nm0311212,nm0944647,nm6001114,1963,1957,1969,\N,42.0,62.0,12.0,1.0,M,M,F,M
Aurore,Drama,2005,tt0430895,-7273310.859825049,4.6,nm1754087,nm0692944,nm0099886,nm0415191,1993,1968,1974,1956,25.0,4.0,67.0,41.0,F,M,F,M
Unforgivable,Drama,2011,tt1583737,0.0,4.4,nm0244707,nm0000962,nm0858048,nm0039967,1946,1957,1981,1931,178.0,80.0,55.0,36.0,M,F,F,F
Movie Movie,Other,1978,tt0077952,0.0,4.6,nm0001715,nm0886556,nm0000999,nm0908919,1927,1941,1919,1915,69.0,16.0,51.0,76.0,M,F,M,M
Ente Mohangal Poovaninju,Drama,1982,tt0291891,0.0,4.4,nm0788152,nm0482320,nm0579445,nm0880893,1960,1960,1963,\N,33.0,267.0,28.0,32.0,M,M,F,M
Ernest Goes to School,Other,1994,tt0109739,0.0,4.1,nm0001815,nm0440514,nm0126093,nm0584693,1949,1967,1932,1972,44.0,118.0,5.0,7.0,M,F,M,M
Journey,Other,1972,tt0068774,0.0,4.4,nm0000991,nm0006893,nm0818279,nm0371007,1942,1932,1931,1915,59.0,91.0,6.0,1.0,F,M,M,M
The Comebacks,Other,2007,tt0790804,-1667941.7925677695,4.0,nm0462712,nm0722647,nm0001835,nm0002124,1962,1983,1948,1967,173.0,71.0,74.0,60.0,M,M,M,F
Baba Kalyani,Action/Adventure,2006,tt0896909,0.0,4.3,nm0482320,nm0579756,nm1952830,nm0613512,1960,1970,1984,1954,267.0,84.0,41.0,51.0,M,M,F,M
The Test,Action/Adventure,1935,tt0183879,0.0,4.3,nm1168072,nm0936728,nm0285663,nm0089524,1931,1905,1913,1887,9.0,61.0,1.0,53.0,M,M,F,M
Maanbumigu Maanavan,Other,1996,tt6823322,0.0,4.6,nm5800199,nm8949314,nm1232849,nm1687619,\N,\N,\N,\N,11.0,1.0,20.0,20.0,M,F,M,M
Voodoo,Horror,1995,tt0114872,0.0,4.1,nm0000397,nm0250105,nm0618796,nm0577601,\N,\N,\N,1972,83.0,2.0,1.0,5.0,M,M,F,M
Aadavari Matalaku Ardhalu Verule,Drama,2007,tt0907618,0.0,4.8,nm0893142,nm1375534,nm0820241,nm0004469,1960,1983,1979,1944,84.0,63.0,56.0,96.0,M,F,M,M
British Agent,Drama,1934,tt0024915,0.0,4.5,nm0001366,nm0290215,nm0307326,nm0715637,1893,1905,1905,1908,27.0,52.0,139.0,32.0,M,F,M,M
Goldie,Drama,1931,tt0021920,0.0,4.3,nm0000075,nm0405220,nm0001318,nm0212249,1900,1906,1911,1898,71.0,24.0,24.0,1.0,M,M,F,M
Stage Beauty,Drama,2004,tt0368658,2698541.630803847,4.7,nm0001082,nm0000132,nm0000391,nm0404332,1968,1979,1959,\N,91.0,168.0,78.0,6.0,M,F,M,M
Kanden Kadhalai,Other,2009,tt1613110,0.0,4.4,nm1467000,nm1961459,nm1962272,nm1521220,1984,1989,1980,\N,26.0,71.0,63.0,1976.0,M,F,M,M
Jefferson in Paris,Drama,1995,tt0113463,-17906811.6815531,4.1,nm0000560,nm0000627,nm0000569,nm0258251,1941,1960,1972,\N,109.0,75.0,39.0,1.0,M,F,F,F
The Way,Drama,2010,tt1441912,4810345.629900796,4.8,nm0000640,nm0000389,nm0000679,nm0905691,1940,1962,1966,1964,356.0,33.0,35.0,18.0,M,M,F,M
Do Knot Disturb,Other,2009,tt1343362,0.0,3.9,nm0332871,nm0784047,nm1299011,nm1069034,1963,1975,1978,1978,98.0,40.0,48.0,34.0,M,F,M,F
The Iron Lady,Drama,2011,tt1007029,11609286.614221303,5.6,nm0000658,nm0000980,nm0001290,nm0114742,1949,1949,1957,1946,99.0,183.0,137.0,12.0,F,M,M,F
Dawn of the Mummy,Horror,1981,tt0082237,-1301821.097974521,3.9,nm0454514,nm0433209,nm0669660,nm0759491,1948,1946,\N,\N,1.0,4.0,5.0,1.0,F,M,M,M
Four Friends,Other,2010,tt1820446,0.0,4.0,nm0419688,nm0090283,nm1334389,nm1307939,1964,1976,1978,1982,488.0,89.0,74.0,45.0,M,M,M,F
The 39 Steps,Drama,1959,tt0053354,0.0,4.6,nm0603336,nm0253359,nm0207219,nm0427543,1914,1930,1909,1893,57.0,13.0,17.0,40.0,M,F,F,M
Next,Drama,2007,tt0435705,6926902.392698231,4.6,nm0000115,nm0000194,nm0004754,nm0470981,1964,1960,1982,1962,105.0,82.0,63.0,80.0,M,F,F,M
Yamla Pagla Deewana,Action/Adventure,2011,tt1773109,0.0,4.4,nm0019465,nm9377852,nm3825676,nm10879927,1957,1985,1982,\N,7.0,1.0,5.0,32.0,F,M,F,M
The Lady Vanishes,Drama,1938,tt0030341,0.0,4.8,nm0516994,nm0714878,nm0510134,nm0926599,1916,1908,1895,1865,43.0,63.0,80.0,10.0,F,M,M,F
Asoka,Other,2001,tt0249371,-22728811.18222891,4.1,nm0451321,nm0004626,nm0219939,nm1064764,1965,1980,1948,1981,111.0,57.0,53.0,54.0,M,F,M,F
Go Fish,Drama,1994,tt0109913,3846411.2955383146,4.4,nm0110922,nm0877587,nm0573331,nm0577597,\N,1968,\N,\N,2.0,30.0,1.0,1.0,F,F,F,F
The Contract,Drama,2006,tt0445946,-22841756.838162955,4.0,nm0000131,nm0000151,nm2196500,nm0000481,1966,1937,1989,1954,79.0,528.0,31.0,48.0,M,M,M,F
Ordinary Decent Criminal,Drama,2000,tt0160611,0.0,4.5,nm0000228,nm0000400,nm0611932,nm0226820,1959,1958,1959,1957,147.0,23.0,104.0,78.0,M,F,M,M
A Wild Hare,Other,1940,tt0033260,0.0,4.8,nm0000305,nm0116897,,,1908,1899,,,1938.0,77.0,,,M,M,,
Clash of the Titans,Action/Adventure,2010,tt0800320,11609286.614221303,4.6,nm0941777,nm0000553,nm0000146,nm0002076,1976,1952,1962,1966,66.0,126.0,64.0,94.0,M,M,M,M
A King and His Movie,Drama,1986,tt0089794,0.0,4.7,nm0241696,nm0154509,nm0181963,nm0073381,1937,1956,1933,\N,53.0,90.0,154.0,9.0,M,M,M,F
The Killers,Drama,1964,tt0058262,0.0,4.7,nm0001511,nm0001141,nm0001023,nm0347656,1924,1931,1929,1928,166.0,177.0,69.0,254.0,M,F,M,M
G.I. Jane,Action/Adventure,1997,tt0119173,11609286.614221303,4.6,nm0000193,nm0001557,nm0000843,nm0000892,1962,1958,1931,1960,49.0,43.0,64.0,236.0,F,M,F,M
Too Outrageous!,Drama,1987,tt0094165,0.0,4.5,nm0752827,nm0918023,nm0567107,nm0281284,1947,\N,\N,\N,1.0,1.0,1.0,87.0,M,M,M,M
Snow Falling on Cedars,Drama,1999,tt0120834,-16983902.406042323,4.3,nm0000160,nm0001884,nm0473802,nm0138840,1970,1929,1971,1983,84.0,102.0,24.0,31.0,M,M,F,M
Chitty Chitty Bang Bang,Other,1968,tt0062803,-14973250.598945856,4.4,nm0001813,nm0398141,nm0420383,nm0001350,1925,1930,1926,1924,439.0,19.0,41.0,8.0,M,F,M,M
Yanks,Drama,1979,tt0080157,0.0,4.5,nm0000152,nm0002059,nm0000603,nm0001137,1949,1952,1937,1939,70.0,23.0,221.0,287.0,M,F,F,M
Çok Filim Hareketler Bunlar,Other,2010,tt1640202,0.0,4.1,nm3534043,nm3635856,nm3043449,nm3520072,\N,1983,\N,\N,2.0,17.0,32.0,2.0,F,M,M,M
Meet Wally Sparks,Other,1997,tt0119644,0.0,4.3,nm0001098,nm0000529,nm0001773,nm0000608,1921,1964,1942,1936,18.0,132.0,125.0,300.0,M,F,M,M
The Redhead from Wyoming,Action/Adventure,1953,tt0045077,9728883.561643835,4.6,nm0000058,nm0630132,nm0084219,nm0833865,1920,1916,1918,1913,57.0,37.0,63.0,26.0,F,M,M,M
Harlow,Drama,1965,tt0059252,7513446.178259719,4.5,nm0004647,nm0000999,nm0885203,nm0001450,1931,1919,1916,1925,53.0,51.0,64.0,347.0,F,M,M,F
26 Years Diary,Drama,2007,tt1077071,4127289.5087755406,4.6,nm2738800,nm0361665,nm1069467,nm2067983,1985,1959,1978,1985,2.0,71.0,4.0,60.0,F,F,M,M
Liar Game: The Final Stage,Other,2010,tt1423953,0.0,4.7,nm2065859,nm0840603,nm2097378,nm2990652,1988,1968,1985,1989,39.0,259.0,50.0,56.0,F,M,M,M
Track 29,Other,1988,tt0096294,-9150428.208475797,4.3,nm0000622,nm0000198,nm0000502,nm0131974,1957,1958,1938,1953,63.0,97.0,232.0,51.0,F,M,M,F
The Great Game,Drama,1953,tt0045838,0.0,4.5,nm0371687,nm0002047,nm0386331,nm0491406,1907,1931,1911,1897,33.0,76.0,181.0,131.0,M,F,F,M
Bloodfist II,Action/Adventure,1990,tt0099155,0.0,4.2,nm0933310,nm0721402,nm0042884,nm0546176,1954,\N,1941,1958,39.0,15.0,6.0,9.0,M,F,M,M
Open Season 3,Other,2010,tt1646926,8033871.551604215,4.4,nm3103829,nm0296546,nm2407919,nm0812220,\N,1969,1966,1966,1.0,471.0,16.0,101.0,M,F,F,M
Sabata,Action/Adventure,1969,tt0064916,0.0,4.6,nm0001812,nm0074125,nm0761033,nm0134563,1925,1928,1924,1941,73.0,76.0,14.0,7.0,M,M,M,M
Niloofar,Other,2008,tt1291643,0.0,4.6,nm3132725,nm3132914,nm15294382,nm3131015,\N,\N,\N,\N,29.0,1.0,2.0,5.0,M,F,F,F
Tanya's Island,Action/Adventure,1980,tt0083168,0.0,4.0,nm0889152,nm0765140,nm0529696,nm0565838,1959,\N,\N,\N,13.0,1.0,2.0,2.0,F,M,F,M
A Steam Train Passes,Other,1974,tt0252747,0.0,5.0,nm0642741,nm0288713,,,\N,\N,,,1.0,1.0,,,M,M,,
And God Created Woman,Drama,1988,tt0092559,1436083.5258854206,4.1,nm0000360,nm0001759,nm0001449,nm6230258,1959,\N,1938,1967,51.0,42.0,90.0,15.0,F,M,M,M
Monster Dog,Horror,1984,tt0087616,0.0,4.1,nm0004840,nm0893581,nm0764374,nm0765593,1948,1953,\N,1956,22.0,32.0,4.0,2.0,M,F,M,F
Resin,Other,2001,tt0304628,0.0,4.9,nm2281515,nm1270879,nm1254526,nm1250667,\N,\N,\N,\N,1.0,2.0,1.0,1.0,M,F,M,M
"Jeff, Who Lives at Home",Other,2011,tt1588334,-6031115.619673467,4.4,nm0781981,nm1159180,nm0339460,nm0000215,1980,1974,1975,1946,246.0,84.0,370.0,480.0,M,M,F,F
Aar-Paar,Other,1954,tt0046673,0.0,4.6,nm0796113,nm0244870,nm0415561,nm0907888,1935,1925,\N,1926,35.0,11.0,13.0,42.0,F,M,M,M
The Man in Grey,Drama,1943,tt0036135,0.0,4.6,nm0516994,nm0000051,nm0130829,nm0001289,1916,1909,1915,1913,43.0,139.0,50.0,65.0,F,M,F,M
Betty Boop's May Party,Other,1933,tt0023802,0.0,4.6,nm5246666,nm0614855,,,1902,1877,,,16.0,49.0,,,F,M,,
A Single Man,Drama,2009,tt1315981,11609286.614221303,5.0,nm0000147,nm0000194,nm0328828,nm0396558,1960,1960,1978,1989,85.0,82.0,73.0,106.0,M,F,M,M
Wolfman,Horror,1979,tt0141996,0.0,3.8,nm0654494,nm0721819,nm0709415,nm0333592,1936,\N,\N,1923,8.0,1.0,2.0,4.0,M,F,M,M
The Mortal Storm,Drama,1940,tt0032811,0.0,4.8,nm0837925,nm0000071,nm0001870,nm0604656,1909,1908,1907,1890,18.0,117.0,388.0,66.0,F,M,M,M
No Time for Sergeants,Drama,1958,tt0052005,0.0,4.8,nm0341431,nm0566584,nm0011244,nm0358069,1926,1908,1931,1923,493.0,19.0,122.0,67.0,M,M,M,M
Jekyll and Hyde... Together Again,Other,1982,tt0084171,0.0,4.4,nm0087578,nm0000787,nm0259799,nm0859772,1950,1953,1964,1946,70.0,62.0,26.0,74.0,M,F,F,M
Rendezvous,Other,1935,tt0026922,0.0,4.6,nm0001635,nm0751426,nm0001931,nm0041172,1892,1907,1903,1885,69.0,45.0,46.0,46.0,M,F,F,M
Abhilasha,Other,1983,tt0245682,0.0,4.8,nm0158112,nm0704654,nm0710623,nm0707723,1955,1963,1937,1945,140.0,1103.0,46.0,8.0,M,F,M,M
If Winter Comes,Other,1947,tt0039486,0.0,4.5,nm0682074,nm0000039,nm0001450,nm0001931,1897,1921,1925,1903,89.0,51.0,347.0,46.0,M,F,F,F
Wisdom of the Pretzel,Other,2002,tt0342535,0.0,4.5,nm1284940,nm0506566,nm0517288,nm1284862,1970,1968,1971,1973,47.0,38.0,54.0,1.0,M,M,M,M
Baaghi: A Rebel for Love,Action/Adventure,1990,tt0099080,0.0,4.4,nm0006795,nm0619324,nm0007106,nm0474820,1965,1974,1952,1953,258.0,38.0,132.0,765.0,M,F,M,M
Nice Guy Johnny,Other,2010,tt1619037,0.0,4.5,nm0048755,nm2628935,nm0122653,nm1926948,\N,1984,1968,\N,11.0,84.0,43.0,22.0,M,F,M,M
Bangkok Dangerous,Drama,2008,tt0814022,11609286.614221303,4.5,nm0000115,nm0947777,nm1395312,nm2486428,1964,1974,1978,1983,105.0,20.0,27.0,1.0,M,F,M,F
Charro!,Action/Adventure,1969,tt0064155,0.0,4.4,nm0000062,nm0000839,nm0294229,nm0921303,1935,1937,1934,1928,29.0,40.0,151.0,3.0,M,F,M,F
Seenu,Other,2000,tt14787854,0.0,4.3,nm0440231,nm0539021,nm0890864,nm0900266,1960,\N,1954,1961,148.0,4.0,1.0,68.0,M,F,M,M
The House of Mirth,Drama,2000,tt0200720,-13747744.870305846,4.4,nm0000096,nm0000101,nm0111376,nm0455767,1968,1952,1938,1954,351.0,159.0,70.0,73.0,F,M,F,M
The Magic Hour,Other,2008,tt1077089,0.0,4.7,nm0766233,nm1070494,nm0297938,nm1480573,1960,1980,1973,1985,69.0,48.0,33.0,92.0,M,M,F,F
Outland,Drama,1981,tt0082869,-41658275.13518468,3.8,nm0000125,nm0827973,nm0001967,nm0797725,1930,1930,1935,1934,71.0,19.0,56.0,48.0,M,F,M,M
Band Baaja Baaraat,Drama,2010,tt1610452,0.0,4.7,nm3828984,nm3087728,nm6560386,nm6444214,1985,1988,\N,\N,28.0,20.0,1.0,1.0,M,F,M,M
Cinderella,Other,1950,tt0042332,11609286.614221303,4.9,nm0940627,nm0531763,nm0041598,nm0271658,1929,1906,1905,1890,1.0,83.0,25.0,17.0,F,M,F,F
The Last Song,Drama,2010,tt1294226,11609286.614221303,4.6,nm1415323,nm2955013,nm0001427,nm1544100,1992,1990,1963,1997,121.0,37.0,85.0,9.0,F,M,M,M
Vincent,Other,1982,tt0084868,0.0,4.9,nm0001637,,,,1911,,,,172.0,,,,M,,,
Work In Progress,Other,2000,tt0284661,0.0,4.6,nm0934014,nm0371304,,,1936,1945,,,122.0,66.0,,,M,M,,
Cash,Drama,2007,tt0872190,0.0,3.9,nm0222426,nm0792911,nm1300301,nm1299011,1969,1961,1980,1978,123.0,109.0,19.0,48.0,M,M,M,M
Sleeping Beauties,Other,1999,tt0187514,0.0,4.6,nm0489857,nm0593664,nm0245112,nm0896735,\N,1973,1977,1970,13.0,89.0,68.0,29.0,F,F,F,M
Petersen,Other,1974,tt0071991,6543952.5806996785,4.7,nm0860233,nm0915865,nm0400998,nm0226583,1940,1947,1952,1939,106.0,57.0,52.0,17.0,M,F,F,M
My Fair Lady,Other,1964,tt0058385,11609286.614221303,8.9,nm0000030,nm0001322,nm0391361,nm0405035,1929,1908,1890,1903,25.0,42.0,54.0,54.0,F,M,M,M
The House of Yes,Drama,1997,tt0119324,-1288924.8200924098,4.5,nm0000205,nm0357979,nm0001760,nm0005327,1968,1969,1973,1976,59.0,41.0,84.0,116.0,F,M,F,M
Gift Wrapped,Other,1952,tt0044659,0.0,4.7,nm0000305,nm0070153,nm0124889,,1908,1906,1916,,1938.0,671.0,1431.0,,M,F,M,
Allari Pidugu,Action/Adventure,2005,tt0959281,0.0,3.7,nm0049395,nm1229940,nm0996625,nm1298052,1960,1984,1987,1964,87.0,39.0,32.0,55.0,M,F,F,M
Female Prisoner Scorpion: Beast Stable,Drama,1973,tt0226875,0.0,4.7,nm0435299,nm0621456,nm0498071,nm1151644,1947,1935,1942,1952,43.0,48.0,2.0,8.0,F,M,F,F
Maurie,Drama,1973,tt0070377,0.0,4.8,nm0143378,nm0004149,nm0533672,nm0250372,1939,1941,1933,1943,38.0,60.0,24.0,5.0,M,M,F,F
The Committee,Other,1968,tt0062820,0.0,4.4,nm0428990,nm0447461,nm0486750,nm0613159,1942,1938,\N,1936,22.0,5.0,6.0,6.0,M,M,M,F
Brother Orchid,Drama,1940,tt0032285,0.0,4.7,nm0000064,nm0000007,nm0815433,nm0187981,1893,1899,1909,1882,83.0,66.0,219.0,58.0,M,M,F,M
Day of Wrath,Drama,1943,tt0036506,0.0,4.9,nm0740463,nm0610228,nm0624653,nm0028249,1874,1917,1868,1898,5.0,16.0,4.0,1.0,M,F,F,F
Father Came Too!,Other,1964,tt0057055,0.0,4.5,nm0433150,nm0680587,nm0062820,nm0809855,1907,1924,1926,1942,48.0,66.0,39.0,24.0,M,M,M,F
The Sure Thing,Other,1985,tt0090103,11609286.614221303,4.9,nm0000131,nm0001879,nm0000381,nm0301305,1966,1962,1962,1953,79.0,61.0,230.0,36.0,M,F,M,M
Salaam Bombay!,Drama,1988,tt0096028,0.0,4.9,nm0787359,nm0030117,nm0665350,nm0788890,\N,\N,\N,\N,2.0,1.0,1.0,1.0,M,M,M,F
Big Bad Mama,Action/Adventure,1974,tt0071216,11609286.614221303,4.6,nm0001141,nm0000638,nm0000643,nm0784410,1931,1931,1933,1952,177.0,394.0,178.0,9.0,F,M,M,F
Frightmare,Horror,1974,tt0071523,0.0,4.5,nm0203959,nm0445305,nm0265562,nm0339374,1916,1920,1951,1943,121.0,10.0,2.0,18.0,M,F,F,M
Old Sequoia,Other,1945,tt0037958,0.0,4.6,nm0621699,nm0088285,,,1904,1894,,,205.0,213.0,,,M,M,,
Zaalim,Other,1994,tt0290940,0.0,4.1,nm0474774,nm0534866,nm0889542,nm0710211,1967,1969,1952,1942,152.0,146.0,101.0,64.0,M,F,M,M
Meu Tio Matou Um Cara,Other,2004,tt0416979,0.0,4.6,nm1130610,nm1785445,nm0708698,nm0781115,1988,1988,1978,1979,25.0,5.0,70.0,556.0,M,F,M,F
Eyes of a Stranger,Drama,1981,tt0082352,-2082913.756759234,4.4,nm0856708,nm0000492,nm0228277,nm0243397,1953,1962,1938,\N,9.0,113.0,6.0,4.0,F,F,M,M
The Red Lily,Drama,1924,tt0015268,0.0,4.7,nm0071746,nm0003895,nm0000891,nm0193005,1893,1899,1885,1857,17.0,35.0,156.0,25.0,F,M,M,M
Apne,Drama,2007,tt0814014,0.0,4.5,nm0004429,nm0219971,nm0219967,nm0792908,1935,1956,1969,1975,187.0,90.0,58.0,46.0,M,M,M,F
Jud Süß,Drama,1940,tt0032653,0.0,4.2,nm0547029,nm0845453,nm0313447,nm0470328,1902,1912,1893,1884,16.0,21.0,51.0,63.0,M,F,M,M
Wasp,Other,2003,tt0388534,0.0,4.8,nm1461267,nm0245705,nm1501724,nm1724737,1973,1977,\N,\N,21.0,137.0,1.0,1.0,F,M,F,F
Golden Yeggs,Other,1950,tt0042512,0.0,4.7,nm0000305,nm0292677,,,1908,1926,,,1938.0,160.0,,,M,M,,
House of Cards,Other,1993,tt0107148,529116.1894513988,4.5,nm0000678,nm0000169,nm0579649,nm0835053,1954,1946,\N,1978,51.0,85.0,1.0,14.0,F,M,F,M
Trip,Other,2008,tt1340621,0.0,4.5,nm1486831,nm3243157,nm3231780,nm15314168,1972,\N,\N,\N,35.0,1.0,1.0,1.0,M,F,F,F
Holiday Inn,Other,1942,tt0034862,0.0,5.4,nm0001078,nm0000001,nm0721851,nm0197713,1903,1899,1917,1917,80.0,48.0,129.0,11.0,M,M,F,F
Bawke,Other,2005,tt0493396,0.0,4.8,nm2256039,nm2253204,nm2838096,nm2838265,\N,\N,\N,\N,1.0,1.0,1.0,1.0,M,M,M,M
Baazi,Other,1995,tt0121989,0.0,4.5,nm0451148,nm0474616,nm0712546,nm0318622,1965,1972,1955,1950,48.0,20.0,106.0,35.0,M,F,M,M
Tomorrow is Forever,Drama,1946,tt0039041,0.0,4.7,nm0001055,nm0000080,nm0107575,nm0914778,1903,1915,1904,1879,62.0,98.0,87.0,19.0,F,M,M,F
Vallarasu,Other,2000,tt4516596,0.0,4.5,nm0222266,nm1093959,nm1658967,nm8038620,1974,\N,1961,\N,2263.0,28.0,24.0,9.0,F,M,M,M
Looper,Other,2012,tt1276104,11609286.614221303,5.0,nm0330687,nm0000246,nm1289434,nm0200452,1981,1955,1983,1984,220.0,173.0,52.0,52.0,M,M,F,M
Daffy Duck Slept Here,Other,1948,tt0040262,0.0,4.8,nm0000305,nm0625372,,,1908,1911,,,1938.0,44.0,,,M,M,,
Lady Cocoa,Drama,1975,tt0073259,0.0,4.2,nm0265832,nm0913445,nm0237416,nm0674012,1942,1947,1916,1936,10.0,1.0,10.0,19.0,F,M,M,F
Carry On Teacher,Other,1959,tt0052676,0.0,4.5,nm0931054,nm0680587,nm0175427,nm0001889,1926,1924,1918,1914,105.0,66.0,147.0,39.0,M,M,M,M
The Living Dead,Horror,1932,tt0023640,0.0,4.6,nm0917467,nm0465918,nm0248203,nm0460337,1874,1901,1899,1886,38.0,14.0,20.0,37.0,M,F,F,M
J'ai quelque chose à vous dire,Other,1931,tt0022008,0.0,4.5,nm7806673,nm0201737,nm0239513,nm0272794,\N,1887,1910,1903,2.0,2.0,56.0,126.0,F,M,F,M
Sella Turcica,Drama,2010,tt1773039,-21713.386423792716,4.2,nm0444169,nm3540938,nm3528269,nm4178810,1947,\N,\N,\N,11.0,2.0,1.0,1.0,F,M,M,F
Bright Young Things,Drama,2003,tt0325123,-12869010.19252548,4.3,nm1304386,nm0607865,nm0000101,nm0564402,1979,1971,1952,1957,32.0,89.0,159.0,34.0,M,F,M,M
Condemned to Live,Drama,1935,tt0026230,0.0,4.2,nm0604960,nm0003124,nm0236445,nm0322345,1883,1881,1915,1907,42.0,19.0,10.0,24.0,M,M,F,M
Future Zone,Other,1990,tt0099625,0.0,3.9,nm0001016,nm0697961,nm0191611,nm0139937,1936,1959,1944,1949,239.0,21.0,7.0,1.0,M,M,M,F
Cadence,Drama,1990,tt0101531,0.0,4.6,nm0000221,nm0000640,nm0106319,nm0164273,1965,1940,1953,1936,371.0,356.0,120.0,35.0,M,M,M,M
Stroker Ace,Action/Adventure,1983,tt0086379,11609286.614221303,4.4,nm0000608,nm0000885,nm0001561,nm0829017,1936,1937,1930,1952,300.0,103.0,155.0,111.0,M,M,M,M
Mona Lisa,Drama,1986,tt0091538,0.0,4.7,nm0001364,nm0879154,nm0000323,nm0001059,1942,1965,1933,1950,109.0,67.0,118.0,91.0,M,F,M,M
Crossover,Action/Adventure,2006,tt0473024,1420555.5715398288,3.6,nm1107001,nm0427358,nm0103750,nm1813440,1978,1978,1972,1984,69.0,211.0,96.0,29.0,M,M,M,F
Butterflies,Other,1993,tt0291781,0.0,4.5,nm0482320,nm0415538,nm1027293,nm0474853,1960,1955,\N,\N,267.0,95.0,2076.0,14.0,M,M,F,M
Towed in a Hole,Other,1932,tt0023613,0.0,4.8,nm0491048,nm0001316,nm0317970,,1890,1892,1894,,127.0,253.0,37.0,,M,M,M,
Late Spring,Drama,1949,tt0041154,0.0,4.9,nm0753479,nm0361697,nm0875366,nm0837503,1904,1920,1922,1909,63.0,77.0,60.0,29.0,M,F,F,F
Hare Remover,Other,1946,tt0038588,0.0,4.7,nm0000305,nm0116897,,,1908,1899,,,1938.0,77.0,,,M,M,,
The Left Handed Gun,Action/Adventure,1958,tt0051849,0.0,4.5,nm0000056,nm0579820,nm0215000,nm0368836,1925,1933,1915,1917,68.0,14.0,191.0,34.0,M,F,M,M
They Met in Bombay,Drama,1941,tt0034281,0.0,4.6,nm0000022,nm0751426,nm0000048,nm0707771,1901,1907,1904,1870,61.0,45.0,75.0,9.0,M,F,M,F
For Love of the Game,Drama,1999,tt0126916,-5524710.820071039,4.5,nm0000126,nm0000593,nm0000604,nm0540441,1955,1962,1965,1984,115.0,33.0,119.0,57.0,M,F,M,F
This Sporting Life,Drama,1963,tt0057578,-2212998.0907591837,4.7,nm0001321,nm0731499,nm0045996,nm0367156,1930,1927,1923,1908,66.0,26.0,47.0,164.0,M,F,M,M
Kisses and Caroms,Other,2006,tt0381341,0.0,4.1,nm1190808,nm1053452,nm1036866,nm0663006,\N,\N,1973,\N,7.0,2.0,2.0,3.0,F,M,F,M
Vulgaria,Other,2012,tt2266938,0.0,4.5,nm0864779,nm1235844,nm0155617,nm0521808,1972,1977,1972,1964,26.0,6.0,31.0,31.0,M,F,M,M
Brigands,Other,1999,tt0177576,0.0,4.4,nm0516272,nm0035317,nm0856220,nm0016617,1964,1970,\N,1923,39.0,2.0,1.0,38.0,M,F,M,M
Operation Petticoat,Action/Adventure,1959,tt0053143,0.0,4.7,nm0000026,nm0000348,nm0639613,nm0581277,1904,1925,1936,1923,67.0,111.0,25.0,52.0,M,M,F,F
First Action Hero,Action/Adventure,1994,tt0194727,0.0,4.2,nm0601377,nm0146843,nm0275213,nm0346315,1941,1960,1925,1942,230.0,28.0,87.0,34.0,M,F,M,M
Verbo,Other,2011,tt1534564,0.0,4.1,nm3706285,nm1775614,nm1531585,nm0165455,1992,1982,1983,1973,19.0,145.0,83.0,371.0,F,M,F,M
The Way to the Gold,Drama,1957,tt0051181,11609286.614221303,4.7,nm0001374,nm0636065,nm0837959,nm0000974,1926,1932,1912,1894,73.0,41.0,191.0,378.0,M,F,M,M
The Mysterious Dr. Fu Manchu,Drama,1929,tt0020197,0.0,4.4,nm0645941,nm0358076,nm0000795,nm0373773,1879,1899,1900,1877,40.0,178.0,60.0,15.0,M,M,F,M
Gone to Earth,Drama,1950,tt0042513,0.0,4.6,nm0428354,nm0268119,nm0159258,nm0861345,1919,1908,1910,1882,24.0,35.0,84.0,19.0,F,M,M,F
The Pride of the Yankees,Drama,1942,tt0035211,0.0,6.5,nm0000011,nm0942863,nm0751899,nm0000974,1901,1918,1895,1894,78.0,52.0,9.0,378.0,M,F,M,M
