Movie_name,Plot_summary,Top_genres,averageRating,neg,neu,pos,compound
Spooky Buddies,"The Halloween Hound and Warwick the Warlock are accidentally released into the town of Fernfield and have plans to destroy the world. The Buddies, consisting of the talking dogs B-Dawg, Budderball, Buddha, Mudbud, and Rosebud, must travel to the mysterious old mansion called Spooky Manor to stop the Halloween Hound and Warwick the Warlock. Through the adventure, the Buddies join forces with some new friends named Pip The Ghost Puppy, Zelda, Rodney, and Skip, and together they stop the bad guys and save the world.
",Family,,0.158,0.736,0.106,-0.6486
Undersea Kingdom," The plot revolves around the main character ""Crash"" Corrigan trying to stop an evil tyrant ruler of Atlantis from conquering the lost continent and then the entire upper world. Lieutenant Crash Corrigan, in his last year at Annapolis, is invited by Billy Norton to visit his father, Professor Norton, after a wrestling match. At their house, the professor is demonstrating his new invention, which can detect and prevent  earthquakes, to Diana Compton and his theory about regular tremours from the area where Atlantis used to be. When Atlantean tyrant Unga Khan and his Black Robe army turn their Disintegrator beam on St Clair{{dn}}, Professor Norton leads an expedition to investigate. Along with him in his Rocket Submarine are Crash, Diana, three sailors  and their pet parrot Sinbad. Unknown to the expedition until it is underway and in trouble, Billy has stowed away on the Rocket Sub as well. Problems for the expedition begin when Joe, in charge of the engine room, is driven mad by the fear that the submarine cannot survive such depths. In order to prove this, he locks the engine room door and sends the sub into a fatal dive. As soon as this crisis is averted, Unga Khan and Captain Hakur detect their approach and bring them through a tunnel into the Inland Sea with a Magnetic Ray.
",Fiction,4.6,0.155,0.832,0.013,-0.9875
Rudolph the Red-Nosed Reindeer: The Movie,"{{Plot}} A baby reindeer named Rudolph is born with an abnormally red, shiny nose, and upon tripping into a pile of hay bales and sneezing shortly after his birth, his nose begins to glow. His parents start to worry that Rudolph will be made fun of because of this, and their worries come true when the secret of their son's nose is accidentally revealed to Rudolph's three uncles, Cupid, Dasher, and Comet , and he starts getting taunted for this. A year later, Rudolph is sent to school, where he falls in love with a gorgeous doe named Zoey but is ridiculed by everybody around him . When he can take being laughed at no longer, Rudolph runs from the school building and meets Santa Claus, who accepts him despite his nose and treats him with kindness. Shortly after, on Christmas Eve, after Santa has flown away for his annual travel around the world, Rudolph winds up running into Zoey, who wishes to befriend him. However, Arrow, Rudolph's cousin and rival who has also set his cap for Zoey, disrupts their romantic moment beneath the mistletoe to lead Zoey away, hating to see her with Rudolph, albeit she still holds a strong fondness for Rudolph. Years later, after Rudolph, Zoey, and Arrow have reached adolescence and are about to take part in the Reindeer Games, before the event, Zoey gives her pendant Rudolph to bring him good fortune, much to the chagrin of Arrow, who cheats at the games so he may be chosen to become a Flyer . During the beginning competition, Arrow argues with Rudolph that Zoey really does not truly like him, antagonizing Rudolph into making his nose gleam and blind Arrow. Rudolph wins the race, but is disqualified because he was tricked into cheating using his nose by Arrow, thus making him ineligible for the position of Flyer. The disqualification of Rudolph infuriates both Blitzen  and Zoey, who confronts Arrow for cheating and ends their romantic relationship. Rudolph also overhears Blitzen arguing with the coach of the Reindeer Games and catches him shouting at the coach that his son's nose was ""an accident,"" which hurts Rudolph so that he decides to run away into the Arctic wilderness, longing for Zoey's company. Zoey is devastated upon learning that Rudolph ran away from home, so she decides to run off in search of him and even deliberately crosses the forbidden bridge of Stormella, the wicked Ice Queen, who incarcerates her in an icy prison cell. Meanwhile, Rudolph has become acquainted with an Arctic fox named Slyly and a polar bear named Leonard, but one night he winds up meeting the Sprites of the Northern Lights, a group of singing, colorfully-garbed sprites who fly around the North Pole and admire Rudolph, who tell him that he must rescue the kidnapped Zoey. They instruct him how to properly use his nose, and soon Rudolph, Leonard, and Slyly journey to Stormella's castle to free Zoey. Seeing as Zoey defied one of Stormella's orders by trespassing on her closed ice bridge, the antagonized Stormella fulfills her vow that she promised to perform if anybody ever crossed her bridge again: she unleashes a humongous blizzard upon the North Pole using her magical powers. Rudolph, Slyly, and Leonard make it to her castle, but soon find themselves locked up in ice prisons of their own for crossing Stormella's bridge. After the Ice Queen goes to sleep, Slyly sneaks into her bedroom to try and retrieve the key to his friends' prisons, managing to unlock them and free the group. However, the awakened Stormella learns about this and sends her pack of wolves after Rudolph and his friends, cornering them on a cliff. When she threatens to freeze Zoey, Rudolph is antagonized to such a degree that he uses his nose to blind Stormella, sending her toppling off of the cliff, hanging on for dear life. In spite of imprisoning his companions and causing him trouble, Rudolph saves Stormella's life by allowing her to grab on to his budding antlers and pulling her back up on the cliff, so she promises to reward him with a wish. Much to the Ice Queen's dismay, Rudolph wishes that Stormella would turn from evil to kindhearted, to which she reluctantly casts such a spell upon herself, but the snowstorm that she created is unstoppable. Boone and Doggle, two of Santa Claus's elves who were sent to search for Rudolph and Zoey, bring the entire group back to Santa's Village, though because of the blizzard Santa might not be able to carry out his flight this year. However, after he catches sight of Rudolph's glowing red nose, Santa asks the reindeer to lead his team of reindeer, to which he agrees. Rudolph guides Santa's sleigh through the storm, and it turns out to be a merry Christmas after all.
",Family,5.8,0.133,0.759,0.107,-0.9821
Hard Rain,"During the worst recorded rainstorm in the history of the Midwestern United States, armored truck drivers Tom  and his uncle Charlie  are collecting the money from the local banks affected by the rising flood waters. In the small town of Huntingburg, Indiana, which has been evacuated, Tom and Charlie drive into a ditch and become stuck, and Charlie calls dispatch to alert the National Guard. They are then ambushed by Jim  and his gang of armed robbers, Kenny , Mr Mehlor  and Ray ([[Ricky Harris . Kenny accidentally shoots Charlie dead, as Tom gets away with the $3 million in cash and hides it in a cemetery. After being chased through the local Middle School by the gang now travelling with a boat and jet skis, Tom takes refuge in a nearby church. He is knocked out and wakes up in a cell at the local Sheriff's office. Tom tells the local sheriff Mike Collig  about the gang and the area he hid the money, although he keeps him locked up. He and his Deputy Wayne  then leave to investigate, whilst another officer Phil  is ordered to take Karen , the woman who knocked Tom out and is currently restoring the church, out of town. In protest, she pushes Phil out of the boat so she will be able to fill the water pumps at her church. The town's dam continues to experience huge pressure from the rain and the operator Hank  is forced to open another levee. This causes another huge burst of water to stream through the town, resulting in even worse flooding, especially at the church. Tom wakes in his cell, trapped as the Sheriff's building slowly fills up with water. After filling the pumps at the church, Karen returns and saves him by opening the light fitting on the roof for him to escape. They are then spotted by the gang, and hide before having to get out of the water because a nearby transformer is going to blow. Kenny grabs Tom and they both fall in the water, but Tom fights him off before Kenny is electrocuted and later dies. Tom and Karen enter a nearby house, only to discover locals Doreen  and Henry Sears  who believe they are looters. After explaining their story, Henry decides to give Tom their boat so he can return to the armored truck. When he resurfaces from the now submerged truck, he finds Jim and the gang holding the elderly couple hostage. Tom forces Jim to let them go so he'll show them where the money is. On the way to the cemetery, Jim reveals to Tom that the National Guard were never coming because Charlie was actually calling the gang, and was in an alliance with them. He was only killed because Kenny was never told Charlie was on their side. Jim then sends Tom to retrieve the money but finds it has gone. When the gang are about to shoot him in anger, they are all ambushed by Sheriff Collig and his deputies, who have found Karen, and the money. The Sheriff now doesn't care any more about justice and intends to keep the money, splitting it between himself, Wayne, Phil and Hank, who has now joined them from the dam. Mr. Mehlor and Ray are killed in the shoot out, and Jim and Tom escape in a boat, finding sanctuary in the church. Wayne, not wanting any witnesses left, takes Karen back to her house, and handcuffs her to the banister, with an intention of raping her and leaving her to drown. The others try to force Tom and Jim out by throwing molotov cocktails on the roof, but they fail, and instead drive into the church through the stained glass windows. At Karen's house, Karen manages to stab Wayne with her pocketknife, killing him. In the church, a shoot out occurs where at one point Tom and Phil come face to face, but Phil cannot bring himself to shoot him. Hank then shoots Phil, thinking he's a coward. The alarm from the dam saying it is overflowed suddenly sounds. Offering a deal, the sheriff says he'll tell Tom and Jim where Karen is, if they let Hank and himself go with a couple of the moneybags. Tom agrees, yet Jim does not. A dying Phil then tells Tom where Karen is, and Tom then leaves to try to save her. Jim goes to leave with the money in the sheriff's boat, but the sheriff shoots Jim with a revolver he was hiding, wounding his shoulder. Sheriff Collig and Hank escape in a boat and, when they are forced to go faster to avoid the wave engulfing the town, the Sheriff pushes Hank out of the boat, who tries to swim to safety, but is caught in a gas explosion and dies. Tom arrives at Karen's house, to find her handcuffed to the banister. He first tries to free her with a saw, but it breaks, and he instead uses Wayne's gun. The water is so high now they have to get onto the roof and are then caught by Sheriff Collig. Jim, who managed to escape from the church, comes from behind them in a boat. The Sheriff shoots at him, disabling the steering, forcing him to go over the roof. As he does so, the outboard breaks off and collides with the sheriff, knocking him into the water. However, he is not dead, and tries to shoot Karen and grab a moneybag, but Tom and Jim manage to shoot him dead. Tom tells Jim he should leave, just as the State Police arrive. Jim picks up the Sheriff's moneybag and rows away, as Tom tells Karen the fire damage to her church wasn't too bad, and ""was probably why they felt safe enough to drive their boats through the stained glass windows"".
",Drama,5.9,0.124,0.833,0.043,-0.9981
Bhoomiyude Avakashikal,"Mohanachandran Nair ([[Kailash  is a Malayali youth working in Ahmadabad, Gujarat. On 28 February 2002, a day after the Godhra train burning, he is driven away from the city, after he makes a futile attempt to save a Muslim woman hunted by a group of Hindu fanatics. He reappears in Kerala but without any marks of identity. He has lost his job, ID cards and name. In the new place, he is helped by a man called Beeran Ikka ([[Sreenivasan , who is a warm and gentle human being, whose only passion in life is music. But, eventually, Ikka too is killed during a communal clash. Mohanachandran Nair is forced to move away from that place. Finally, he goes back to a secluded house that was bequeathed to him by chance . He starts living a peaceful life there by sharing his thoughts, concerns, doubts and frustrations with various kinds of animals around him. He eventually discovers that he is not the only owner of the land. Even the animals and insects that live on that patch of land are inheritors too, he discovers. He also maintains a warm relationship with his neighbour, a school teacher . But, again, another altruistic act of his attracts hatred from society. In the end, he feels that his being there would only bring trouble to those creatures living in that space. And he decides to walk out, one doesn't know where to.
",Other,,0.111,0.787,0.102,-0.6808
Peppermint Frappé,"A pair of hands meticulously crops images from a fashion magazine for a personal scrapbook. The hands belong to an unassuming and conservative physician named Julian. He runs a radiology clinic from his personal residence, assisted by a shy, mild mannered nurse named Ana. One afternoon, Julian is invited to the house of the mother of his friend Pablo, where a reunion of the two childhood pals has been arranged. Pablo is a charismatic and sophisticated adventurer who has recently returned from Africa with the unexpected news that he has married a beautiful and carefree young woman named Elena. Pablo hands Julian a drink, his favorite cocktail, peppermint frappe, as the group awaits the entrance of Elena, who is upstairs dressing. The sight of the captivating Elena visibly stuns Julian, as Elena reminds him of a mysterious woman he had seen beating drums during the famous Holy Week ritual in the village of Calanda. She insists that she has never seen him before, nor has she ever been to Calanda. Despite her rebukes, Julian finds himself immediately drawn to Elena's cosmopolitan demeanor. During the days following their first encounter, Julian becomes increasingly infatuated with Pablo’s bride and finds pretext to spend time with her. While Pablo is busy, Julian takes Elena sightseeing Cuenca. Despite her indifference to his attentions, Julian’s obsession with Elena does not diminish. Frustrated by his inability to win Elena's affection, Julian turns his attention to his laboratory assistant, Ana, who has secretly pined for Julian. A sexual liaison between the two is soon established. Julian manipulates Ana, coercing her to dress and groom herself like Elena does. While involved with Ana, Julian continues to pursue the elusive Elena, but she resists his advances with open derision. Julian invites Pablo and Elena to his cottage on the countryside to spend the weekend. He takes them on a tour of the grounds of the abandoned spa where he and Pablo used to play as children. After a practical joke by Pablo and Elena, aimed at humiliating Julian, Julian begins to plan an elaborate revenge against the couple. Picking up Elena’s curiosity about his relationship with Ana, Julian invites Elena and Pablo to join him and Ana in his country house. Before Pablo and Elena arrive, Julian places what appears to be poison in a decanter containing peppermint frappe. When Pablo and Elena arrive, Julian tells them that Ana will be a little late and offers them the beverage. After a few sips, the couple begins to ridicule Julian once again. When they succumb to the poison, Julian carries their bodies to their car which he causes to roll off a cliff, giving the appearance that the couple had died in an automobile accident. Returning to his country house, Julian finds Ana now dressed as the woman of Calanda. The film ends as the two embrace.
",Drama,7.1,0.083,0.848,0.068,-0.964
Love + hate,"Love + Hate is a modern love story set across the racial divide in a Northern town. Adam has been brought up in a home and community that fosters racism. Naseema is a girl from the same town. But what Adam and Naseema really share is a secret desire to break free of their small town and its inhibitions, something they discover while working together in a DIY store. At first resistant, they cannot avoid their mutual attraction, and embark on a relationship which threatens to bring down their families as well as themselves.
",Drama,6.7,0.089,0.695,0.216,0.9425
Soldier of Orange,"The film is about a group of students from Leiden, the Netherlands, amongst them Erik Lanshof , Guus LeJeune , Jan Weinberg , and Alex . Robby Froost  is a friend of Erik, and Esther  is Robby's girlfriend. Each of them happens to follow a different path and therefore has a different role in World War II, either as a collaborator or in the resistance. Part of the story is set in London, where Queen Wilhelmina  has her residence. The students Erik and Guus fight alongside Colonel Rafelli ([[Edward Fox  and soldier Susan  of the allied forces in London. The film begins with a flashforward in the form of a newsreel with a voice-over. Queen Wilhelmina is accompanied by Erik arriving in the Netherlands from London shortly after World War II. After the newsreel, the film starts in the late 1930s in Leiden, where freshmen undergo the humiliation of the initiation rites of their fraternity. Erik is picked out by Guus, the chair of the fraternity, who throws a bowl of soup over his head and injures him with the bowl. After this accident, Guus apologizes to Erik, the two become close friends, and Guus offers him a room in his private student house in the center of Leiden. In this house, the students  have a drink which confirms their new friendships. In September 1939, an English radio broadcasting interrupts the students in a tennis match and announces the declaration of war by the United Kingdom against Germany. In the beginning, the students seem to take things lightly believing that the Netherlands will probably remain neutral as in World War I. Jan, who is a Jew, and also Alex, who has a German mother, immediately join the Dutch army. In May 1940, Germany invades the Netherlands and Erik and Guus try to join the army, too, but they are not accepted by a traumatized army officer. Shortly thereafter, the Netherlands capitulates due to the bombing of Rotterdam. Erik has an affair with Esther. Robby has a radio transmitter in his garden shed from where he contacts the Dutch resistance in London. He arranges for Erik to take a flight to London. The Jewish Jan, student and boxing champion, gets into trouble by fighting with two anti-Semitic collaborators, who were bullying a Jewish salesman. Because of this, Erik offers his place on the airplane to Jan. However, during the pickup they get into a fight with Nazi soldiers, and Jan gets captured. Erik is able to escape. When Erik meets Alex during a military parade, he finds out Alex is now fighting on the German side for the SS. Later, Erik is also captured. In prison, he hears from Jan that a man called Van der Zanden is the traitor in London. Jan is executed. Robby's radio installation is discovered, and he is blackmailed by the Gestapo to cooperate as a spy, because his fiancée Esther is a Jew. Erik and Guus try to flee to London again, this time successfully on a Swiss boat. In London, Erik meets Van der Zanden  and tries to kill him, but he appears not to be a traitor but head of the Dutch Central Intelligence Service and a trustee of the Dutch Queen. Guus has an affair with the British soldier Susan. Erik and Guus agree with the Queen to pick up some resistance leaders who could play an important role in the Netherlands after the war. Guus is dropped on the beach and tricks himself into a party nearby. Now, Erik has an affair with Susan. Erik comes back to the Netherlands to pick up Guus and the resistance leaders. However, Robby is with them on the beach and the Germans have followed the group who are about to escape by sea. Erik tries to warn them about Robby but cannot reach them. On his way to the beach, Erik runs into Alex at a Nazi party and dances ballroom tango with him. Erik is able to flee the party onto the beach and meets the others. When Robby realizes that Erik knows about his collaboration, he fires a light signal and flees. The group tries to escape, but the resistance leaders get killed. Guus escapes swimming into the sea, but only Erik is able to reach the British ship and returns to London and to Susan. Another day, Guus meets Robby and shoots him in the middle of the street. Guus gets caught and is beheaded later. In Russia, Alex gets killed in a latrine by a hand grenade thrown by a boy whom he had insulted earlier when he begged him for food. Erik becomes an RAF pilot and drops bombs over Germany. Later Erik is appointed assistant to the Dutch Queen Wilhelmina, and accompanies her back to the Netherlands after the war, as shown in the newsreel in the beginning of the film. In the end, Erik meets Esther and finds that Dutch citizens have cut her hair short in anger of her and Robby's collaboration with the Nazis. She says she bears no grudge against anyone for this. Finally, Erik celebrates the end of the war with one of his fellow students, Jacques ten Brinck, who also survived the war.
",Drama,7.6,0.109,0.82,0.071,-0.993
Juke Joint,"Bad News Johnson, a con artist from Memphis, Tennessee, arrives in Dallas, Texas, accompanied by his dim sidekick July Jones with only twenty-five cents between them. Johnson is constantly exasperated at Jones’ deficient perspicacity, and at one point he comments Jones is so dense that he probably thinks ""Veronica Lake is some kind of summer resort."" The duo arrange to become boarders at the home of Louella ""Mama Lou"" Holiday, who is fooled into believing Johnson is an acting teacher named Whitney Vanderbilt; Jones takes the alias of Cornbread Green. Mrs. Holiday agrees to give the men free room and board if they will provide poise lessons to her daughter, an aspiring beauty queen named Honey Dew. The lessons pay off and Honey Dew wins the beauty contest, but problems arise when Mrs. Holiday’s husband, Papa Sam, decides to hold a party for the new beauty queen at a disreputable juke joint.“Overview for Juke Joint,” Turner Classic Movies
",Family,5.6,0.06,0.81,0.13,0.9091
Ruthless,"Horace Vendig shows himself to the world as a rich philanthropist. In fact, the history of his rise from his unhappy broken home shows this to be far from the case. After being taken in by richer neighbors he started to exhibit an obsessive and selfish urge to make more and more money, loving and leaving women at will to further this end.
",Drama,6.8,0.14,0.717,0.143,0.3134
Zenon: The Zequel,"Zenon Kar, 15, is two years older in 2051 but none the wiser about the dangers of meddling, but when she shows Nebula a new game and how to play it she inadvertently empties out Commander Planks Office and is assigned work detail in the Alien Patrol lab. Worse the space station is now under command of the military and General Hammond is assigned to command the station and boots Commander Plank out of his office. Even worse, he assigns Zenon to look after his daughter who turns out to be her old nemesis, Margie, who's demanding and threatens to have her dad kick Zenon and her family off the space station if Zenon doesn't obey her. Zenon then discovers that her space station is being decommissioned and sneaks down to Earth to try and stop it, but Margie wants to go too and sneaks down to Earth as well, but making it look like Zenon forced her to go with her. Back at the space station General Hammond confronts Zenon about what she did only to be confronted by Margie who felt that what Zenon did was great, then with the help of Protozoa, the mega-stellar, ultra-galactic rock star, she stares adversity dead in the eyes when the coven of aliens that contacted Zenon sometime before are demanding a rendezvous with Zenon using Protozoa's music as a way to contact her. Our headstrong heroine takes charge in the tremendous task of bringing the space station back to commission with the help of the aliens. Commander Plank and Aunt Judy are then married and Zenon and Margie become friends.
",Fiction,,0.142,0.762,0.096,-0.9206
Brotherhood of the Wolf,"The film begins during the French Revolution with the aged Marquis d'Apcher  as the narrator, writing his memoirs in a castle, while the voices of a mob can be heard from outside. The film flashes back to 1764http://www.imdb.com/reviews/303/30329.html when a mysterious beast terrorized the province of Gévaudan and nearby lands. Grégoire de Fronsac , a knight and the royal taxidermist of King Louis XV of France, and his Iroquois companion Mani , arrive in Gévaudan to capture the beast. Upon arrival, they rescue Jean Chastel, an aged healer , and his daughter  from an attack by soldiers. The young and enlightened Thomas, Marquis d'Apcher , befriends them and assists their investigation. Fronsac is initially skeptical about the beast's existence, since survivors describe it as much larger than any wolf he has ever seen. However, by studying the bite size on a victim of the beast, he deduces that it must weigh roughly 500&nbsp;lb . Captain Duhamel , an army officer leading the hunt for the beast, has killed dozens of ordinary wolves, but has not come close to the actual killer. While staying in Gévaudan, Fronsac romances Marianne de Morangias , the daughter of a local count, whose brother, Jean-François , was also an avid hunter and a world traveler, before losing one arm to a lion in Africa. Fronsac is also intrigued by Sylvia , an Italian courtesan at the local brothel. While investigating another victim, Fronsac finds a fang made of steel, and his doubts of the Beast's existence thicken. Another witness swears that the Beast is controlled by a human master. Fronsac studies the patterns of the attacks and victims, trying to find a common thread and reveal a murderer. As the investigation proves to be unfruitful, the king's weapons master, Lord de Beauterne , arrives to put an end to the Beast. But instead of doing so, Beauterne kills an ordinary wolf and tells Fronsac to alter the corpse so it resembles the monster accordingly. Fronsac hesitantly does so, and the bogus wolf is sent back to Paris, where it is put on display, much to the pleasure of the king and the French aristocracy.  In Paris, the king's advisor shows Fronsac a copy of a book titled L'Édifiante [""The Edifying""] with treasonous theories, stating the Beast has come to punish the King of France for his indulgence of the philosophers, and that the modern embrace of science over religion is heresy. Fronsac realizes that the Beast is an instrument of a secret society, The Brotherhood of the Wolf, working to undermine public confidence in the king and ultimately take over the country. Fronsac is told that ""officially"" the Beast is dead, warned to keep his mouth shut, and bribed with an appointment to travel to Senegal. Back in Gévaudan, the attacks by the real Beast continue. Ignoring his orders, Fronsac returns to Gévaudan, determined to put an end to the Beast's killings, and also to take Marianne away. Upon his return, the Beast attacks and he sees it with his own eyes. It kills a man, but mysteriously refrains from attacking Marianne. Fronsac, Mani, and the Marquis set out into the forest and set up an array of traps to capture the Beast, but it proves to be too powerful and intelligent to be captured by anything they can set up. After a violent encounter, Mani sets off solo in pursuit, where he finds a catacomb used as the Beast's holding pen, inhabited by the Brotherhood and a band of Gypsies working with them. These include, ironically, Chastel, the Beast's tender, and his daughter, whom Mani saved. Outnumbered and distracted by the daughter, Mani is shot in the back, overwhelmed and killed, but not before slaughtering a good number of his attackers. Fronsac is broken when he discovers his best friend has been murdered. Performing an autopsy, he finds a silver bullet, Jean-François's signature weapon. In a fit of rage he goes to the catacombs and seeks revenge, finding a pile of copies of L'Édifiante. He kills many of the Gypsies and discovers the Beast's lair before leaving so that he can burn Mani's body at dawn. After collecting Mani's ashes, he is then overpowered by the local authorities and imprisoned. Sylvia visits him in jail and reveals to him that she is a spy for the Vatican. The local priest, Henri Sardis , is the leader of the Brotherhood, believing that he is restoring worship of God to France. Pope Clement XIII has decided that Sardis is insane, and sent her to eliminate him. She then poisons Fronsac, telling him he knows too much. Fronsac is presumed dead, and buried, when in fact Sylvia's poison has only put him into a temporary coma. Henri Sardis wants to kill Marianne, and he persuades Jean-François to do so . Jean-François comes to Marianne's room and reveals to her that he is the Beast's master; it recognized his scent when it came near her, which is why it did not attack. He also reveals that his right arm is in fact intact, albeit badly scarred, and he has kept it hidden for no apparent reason other than to fool the audience . Jean-François then rapes and nearly kills Marianne. Sylvia's agents exhume Fronsac and he appears at one of the Brotherhood's secret sermons. In the climactic battle, he kills several Gypsies and duels Jean-François to the death. The other members of the Brotherhood attempt to flee, but they are corralled and arrested by Captain Duhamel and his men. Sylvia personally kills the Chastel's daughter. Sardis escapes into the mountains, but is mauled to death by a pack of wolves , in an example of poetic justice. Fronsac attempts to heal Marianne with a potion carried by Mani. He and the marquis Thomas go to the Beast's lair, where being tended to by the veterinarian, it lies grievously wounded after the fight in the forest. It turns out the Beast was an offspring of a ""strange beast"" that Jean-François brought back from Africa . It was tortured into becoming vicious, trained to attack humans, and dressed in metal armor plating and spikes along with a large mask and metal implants in its jaw to make it more formidable and frightening. Fronsac takes pity on the dying creature and kills the Beast in an act of mercy. The film then returns to the opening time period of the French Revolution. The now-elderly Marquis d'Apcher finishes writing his account of the killings, just before he is led to his execution by a revolutionary mob. In the final scene, the Marquis has a flashback, in which he narrates that he does not know what happened to Fronsac and Marianne but he hopes that somewhere, they are happy together. Fronsac is shown traveling to Senegal with Marianne to start a new life together, scattering Mani's ashes at sea. It is left unstated whether the two are alive and happy or whether this is indeed the Marquis' dream.
",Drama,7.0,0.189,0.742,0.069,-0.9996
