Genre,Drama,Other,Family,Fiction,Action_Adventure,Horror,total
engineer,2,0,3,5,2,0,12
leadership,4,0,1,3,4,0,12
mate,2,1,2,1,2,4,12
amount,3,0,1,4,4,0,12
stop,1,1,2,3,3,2,12
right,3,1,4,2,2,0,12
rule,1,0,3,2,4,2,12
lightning,0,0,2,5,1,4,12
emotion,1,0,1,7,1,2,12
hunt,0,0,1,3,4,4,12
plea,3,1,2,3,0,3,12
pressure,3,0,1,1,4,3,12
shore,2,0,1,4,4,1,12
viewer,1,2,1,4,2,2,12
new york,4,2,0,3,1,2,12
complex,2,2,5,2,0,1,12
rise,1,0,1,2,3,5,12
scream,0,0,2,2,0,8,12
population,1,0,1,7,1,2,12
sheriff,0,0,2,1,7,2,12
disappearance,0,1,4,5,1,1,12
germany,5,1,0,3,2,1,12
spell,0,0,4,1,1,6,12
ally,1,1,3,2,3,2,12
grief,3,0,6,2,0,1,12
nightmare,1,1,1,2,1,6,12
america,2,2,0,5,2,1,12
inmate,7,1,0,0,2,2,12
cover,2,1,3,2,4,0,12
manner,0,2,3,3,4,0,12
well,2,0,1,1,4,4,12
railway,1,1,3,1,5,1,12
shape,1,0,1,6,1,3,12
circumstance,5,1,1,4,0,1,12
killing,2,0,2,1,5,2,12
sarah,2,2,0,2,0,6,12
aircraft,3,0,3,5,1,0,12
journalist,1,4,2,2,2,1,12
epilogue,3,1,3,0,2,3,12
cut,1,0,2,2,4,2,11
bride,1,3,1,0,2,4,11
section,0,2,2,3,4,0,11
gunpoint,3,0,1,2,3,2,11
patron,3,0,2,2,2,2,11
shift,2,1,1,1,5,1,11
trade,5,0,3,0,3,0,11
landlord,1,3,2,1,4,0,11
angeles,5,0,0,1,3,2,11
infant,0,2,0,5,2,2,11
drive,2,0,1,5,3,0,11
traffic,2,0,1,4,3,1,11
dress,2,0,2,6,0,1,11
hold,2,2,2,1,2,2,11
cousin,1,2,4,3,1,0,11
style,0,1,3,2,4,1,11
resolve,1,0,2,2,3,3,11
gratitude,3,0,4,2,1,1,11
ice,0,0,2,2,2,5,11
shell,1,0,3,4,2,1,11
suffering,4,1,0,2,1,3,11
score,0,0,3,3,4,1,11
ritual,0,1,1,0,2,7,11
veteran,4,2,2,1,1,1,11
sport,0,1,6,1,2,1,11
elder,0,2,2,2,3,2,11
wolf,1,0,1,1,2,6,11
third,3,3,1,1,3,0,11
gate,1,0,1,2,3,4,11
charles,1,2,1,0,2,5,11
guide,1,0,3,2,3,2,11
drop,3,0,0,0,3,5,11
christmas,4,1,2,2,1,1,11
thousand,3,1,1,3,1,2,11
radiation,1,1,0,8,0,1,11
closing,2,1,2,2,3,1,11
us,2,3,4,1,1,0,11
model,1,1,3,5,1,0,11
sibling,2,1,2,2,1,3,11
corruption,5,0,3,0,3,0,11
protagonist,3,0,4,4,0,0,11
hatred,1,3,2,2,2,1,11
responsibility,1,1,3,3,2,1,11
recording,5,0,1,2,1,2,11
cost,5,2,2,1,1,0,11
chain,1,3,3,2,2,0,11
ear,2,2,2,0,3,2,11
dancer,4,2,4,0,0,1,11
innocence,5,1,1,0,3,1,11
observation,2,1,0,4,2,2,11
custody,3,2,1,2,3,0,11
technology,1,0,2,6,2,0,11
ending,1,0,3,3,0,4,11
sergeant,5,0,0,1,4,1,11
fish,2,1,2,3,2,1,11
transformation,2,0,3,1,1,4,11
michael,4,0,2,3,1,1,11
artillery,3,0,2,2,4,0,11
speed,2,0,2,4,2,1,11
festival,1,5,2,2,1,0,11
outlaw,0,0,1,2,7,1,11
video,1,2,1,1,3,3,11
production,2,0,3,1,1,4,11
president,3,1,0,2,2,3,11
iron,0,0,3,3,3,2,11
progress,1,1,3,2,2,2,11
confession,6,2,1,1,0,1,11
influence,3,1,0,2,4,1,11
practice,1,2,2,0,3,3,11
solution,2,3,1,1,0,4,11
level,2,2,1,5,0,1,11
murderer,1,1,2,1,2,4,11
sunlight,1,0,1,1,0,8,11
darkness,1,0,2,0,0,8,11
public,2,1,2,4,2,0,11
lawyer,2,1,4,2,1,1,11
france,3,0,1,3,3,1,11
engine,0,0,0,5,4,2,11
thomas,2,0,2,1,4,2,11
wealth,5,0,2,0,4,0,11
plant,1,1,1,5,0,3,11
thug,3,0,2,1,5,0,11
atmosphere,1,0,0,7,1,2,11
betrayal,5,0,2,0,4,0,11
passage,1,2,0,4,1,3,11
snow,2,1,0,1,2,5,11
dancing,2,2,6,0,0,1,11
years,1,2,4,0,2,2,11
club,1,0,1,3,2,4,11
magazine,4,2,1,3,0,1,11
washington,6,0,1,1,2,1,11
honor,3,0,2,3,2,1,11
wheelchair,5,1,2,1,0,2,11
treasure,0,0,2,2,5,2,11
beauty,2,1,5,1,0,2,11
midnight,1,1,1,1,1,6,11
explosive,6,1,0,1,3,0,11
player,5,0,4,1,1,0,11
scott,1,2,0,5,1,2,11
de,3,1,1,3,2,1,11
expert,1,2,2,3,3,0,11
europe,3,0,1,1,2,3,10
value,2,3,3,2,0,0,10
mercy,3,0,1,0,5,1,10
map,0,0,0,4,3,3,10
mansion,2,0,3,2,1,2,10
mary,1,2,1,4,0,2,10
loan,2,2,5,0,0,1,10
local,1,1,0,0,2,6,10
grandmother,1,1,4,1,1,2,10
ambition,0,4,3,2,1,0,10
celebration,0,0,2,2,3,3,10
raja,2,6,1,0,1,0,10
cross,1,0,2,2,2,3,10
sleep,1,0,2,3,0,4,10
luck,1,0,0,1,5,3,10
failure,4,0,3,1,2,0,10
avail,0,0,4,4,0,2,10
spaceship,1,0,1,8,0,0,10
navy,4,0,1,3,2,0,10
attraction,1,0,3,2,3,1,10
counter,2,1,0,3,2,2,10
aftermath,3,1,1,2,3,0,10
cast,1,1,1,2,2,3,10
theory,2,1,0,5,1,1,10
press,0,0,0,4,5,1,10
photographer,2,3,1,0,1,3,10
curtain,1,0,5,0,0,4,10
stab,1,1,1,1,2,4,10
toy,3,0,2,5,0,0,10
patrol,2,0,0,2,5,1,10
jet,1,0,2,5,2,0,10
intervenes,0,0,1,3,5,1,10
route,2,1,0,0,5,2,10
phenomenon,0,1,1,4,2,2,10
quest,1,1,1,2,4,1,10
possibility,2,2,1,2,2,1,10
neighbour,1,1,3,1,1,3,10
doom,1,0,0,4,2,3,10
visitor,0,1,0,6,1,2,10
trick,2,1,2,1,0,4,10
great,2,2,2,1,2,1,10
devil,1,0,1,2,1,5,10
cemetery,2,0,0,1,2,5,10
singh,2,0,3,0,5,0,10
objection,3,0,3,1,2,1,10
decade,3,1,2,2,1,1,10
stake,3,1,0,1,1,4,10
major,3,0,1,1,5,0,10
january,4,2,0,4,0,0,10
mass,2,1,1,3,2,1,10
proposal,1,1,4,0,4,0,10
comrade,1,1,0,1,6,1,10
territory,1,0,1,1,7,0,10
cannon,0,0,1,5,3,1,10
lair,0,0,1,4,1,4,10
assassin,3,0,0,1,6,0,10
valley,1,0,1,5,2,1,10
vengeance,0,0,1,0,7,2,10
departure,0,3,2,3,2,0,10
up,3,2,2,0,1,2,10
destiny,4,3,0,0,2,1,10
march,5,0,1,1,2,1,10
policeman,1,0,3,1,2,3,10
sailor,1,0,3,3,0,3,10
royal,2,1,3,1,3,0,10
frame,2,0,2,1,2,3,10
neighborhood,5,2,2,1,0,0,10
garden,2,0,2,5,1,0,10
access,2,0,1,2,2,3,10
headquarters,1,0,2,4,3,0,10
stranger,3,0,2,0,4,1,10
baron,1,0,0,3,1,5,10
fighting,0,0,1,2,6,1,10
emergency,0,0,2,4,2,2,10
meaning,2,1,5,1,1,0,10
shotgun,1,0,0,1,1,7,10
museum,0,2,0,5,0,3,10
happiness,4,0,4,1,1,0,10
involvement,5,2,0,1,2,0,10
burial,2,0,0,1,1,6,10
capture,3,0,0,4,2,1,10
direction,0,0,4,2,1,3,10
ruler,1,0,2,4,1,2,10
portal,0,0,1,3,0,6,10
magic,3,2,2,0,0,3,10
employer,1,2,1,2,2,2,10
mistress,4,0,1,0,1,4,10
discovery,1,2,1,4,0,2,10
riot,5,3,0,0,0,2,10
ceiling,2,1,0,2,1,4,10
meal,2,0,2,3,1,2,10
diamond,2,3,2,0,1,2,10
japanese,2,0,2,5,1,0,10
gunfight,3,0,1,0,5,1,10
north,1,0,4,2,2,1,10
rose,2,1,1,2,2,2,10
goon,2,1,1,1,5,0,10
entry,1,3,1,2,1,2,10
spite,3,1,1,2,2,1,10
competition,3,1,4,0,2,0,10
facility,1,1,1,5,1,1,10
trio,1,2,1,2,2,2,10
mumbai,1,1,6,0,2,0,10
cry,0,1,2,4,2,1,10
champion,1,1,2,2,3,1,10
tape,0,1,1,1,2,5,10
evil,1,1,0,1,2,5,10
departs,1,0,2,3,0,4,10
skeleton,1,0,1,2,1,5,10
shoot,3,1,1,0,4,1,10
error,0,0,7,2,1,0,10
advisor,3,2,2,0,1,1,9
article,3,0,0,1,3,2,9
hostage,2,1,1,1,2,2,9
secretary,4,2,1,1,0,1,9
absence,1,1,0,1,3,3,9
motif,4,0,0,3,1,1,9
tiger,4,0,3,0,2,0,9
elevator,5,1,0,0,0,3,9
cash,4,1,1,0,2,1,9
instance,2,1,2,2,0,2,9
ammunition,0,0,1,1,5,2,9
council,1,1,1,2,3,1,9
talk,1,2,2,0,1,3,9
laughter,2,0,4,1,1,1,9
horseback,0,1,0,1,4,3,9
opera,1,0,3,0,1,4,9
protest,1,0,5,2,1,0,9
hit,3,2,3,0,1,0,9
reflection,0,0,1,0,1,7,9
sam,2,1,0,2,2,2,9
joseph,2,3,1,1,0,2,9
mouse,3,0,3,1,2,0,9
niece,0,2,1,1,4,1,9
von,2,1,1,1,1,3,9
stay,0,3,0,0,0,6,9
volunteer,3,1,0,1,4,0,9
universe,0,2,0,6,0,1,9
emperor,3,0,1,2,3,0,9
railroad,0,0,0,2,7,0,9
fit,3,0,1,1,1,3,9
orbit,1,0,1,7,0,0,9
blast,2,0,0,6,0,1,9
blade,4,0,0,0,3,2,9
ward,3,0,0,1,0,5,9
deed,1,0,2,1,4,1,9
charlie,2,0,1,2,1,3,9
stick,1,1,1,2,1,3,9
wire,2,0,2,2,2,1,9
doc,0,0,1,4,2,2,9
flying,0,0,5,1,2,1,9
debt,3,2,2,1,0,1,9
squadron,2,0,1,2,3,1,9
san,1,0,0,5,1,2,9
kidnapping,2,0,1,2,2,2,9
throne,2,0,4,1,2,0,9
texas,1,0,0,0,6,2,9
justice,3,0,2,0,3,1,9
lead,1,1,1,1,1,4,9
hell,0,0,0,0,1,8,9
posse,0,0,0,0,7,2,9
address,3,0,2,1,2,1,9
jewish,6,1,1,0,1,0,9
tribe,1,2,0,1,4,1,9
ad,2,0,2,1,1,3,9
d,2,0,0,1,3,3,9
status,3,1,1,1,2,1,9
cliff,1,0,2,0,4,2,9
arranges,1,1,2,3,2,0,9
episode,1,1,2,5,0,0,9
august,4,3,1,1,0,0,9
midst,1,0,1,3,3,1,9
dan,3,2,0,2,1,1,9
detective,2,0,2,0,1,4,9
curiosity,1,0,1,2,2,3,9
fund,3,0,3,1,2,0,9
fort,2,2,0,0,3,2,9
havoc,1,0,0,5,1,2,9
teenager,0,2,1,2,1,3,9
muslim,2,4,3,0,0,0,9
fleet,1,0,1,3,3,1,9
winner,1,0,2,3,3,0,9
residence,1,0,3,1,0,4,9
x,2,1,0,2,2,2,9
conclusion,2,1,3,0,2,1,9
singing,2,0,4,0,1,2,9
civil,2,1,0,0,5,1,9
nation,4,1,3,1,0,0,9
suspect,3,0,2,0,2,2,9
christian,0,2,2,1,2,2,9
trust,0,0,4,1,3,1,9
option,1,0,3,1,4,0,9
mile,1,1,0,4,2,1,9
nazis,2,1,1,0,3,2,9
brown,1,0,3,3,1,1,9
governor,2,0,0,2,4,1,9
individual,1,1,2,2,2,1,9
bite,0,0,0,0,1,8,9
fashion,2,1,1,1,1,3,9
invitation,2,0,2,2,0,3,9
townspeople,2,0,0,2,2,3,9
quarter,3,0,0,2,2,2,9
los angeles,4,0,0,0,3,2,9
alarm,2,0,0,2,2,3,9
surgery,0,1,2,1,1,4,9
pocket,1,0,2,1,3,2,9
culture,2,5,2,0,0,0,9
narrator,2,1,3,1,0,2,9
retirement,3,0,1,1,2,2,9
showdown,0,0,0,1,8,0,9
vacation,0,1,1,2,0,5,9
succumbs,1,0,2,1,4,1,9
villain,2,2,1,1,3,0,9
burst,1,0,0,6,0,2,9
filmmaker,0,6,2,0,0,1,9
helicopter,1,0,1,4,1,2,9
germans,5,0,0,0,4,0,9
civilization,1,0,1,3,2,2,9
assassination,3,0,1,0,4,1,9
collision,1,0,1,6,1,0,9
permission,0,1,3,1,2,2,9
arrow,0,0,1,2,5,1,9
alias,1,0,3,1,2,2,9
trauma,2,1,2,1,1,2,9
commissioner,3,0,0,0,6,0,9
bounty,2,0,0,3,4,0,9
angel,3,0,1,0,3,2,9
exit,4,0,0,1,1,3,9
bandit,0,0,0,2,7,0,9
development,5,2,0,1,1,0,9
wreck,1,0,0,5,2,0,8
courage,1,1,4,1,1,0,8
tokyo,1,0,0,4,2,1,8
cabin,0,1,0,1,3,3,8
joe,2,1,1,1,1,2,8
custom,3,0,1,0,3,1,8
graveyard,1,0,1,0,2,4,8
inability,2,0,4,1,1,0,8
clue,3,1,0,1,0,3,8
proof,1,0,0,3,1,3,8
sweetheart,0,0,1,1,3,3,8
stand,3,1,0,2,1,1,8
shaft,3,0,0,3,1,1,8
theme,1,2,2,2,0,1,8
shoulder,1,0,0,1,3,3,8
cook,1,0,3,1,2,1,8
june,4,0,0,2,0,2,8
performer,1,1,1,1,1,3,8
material,0,1,1,3,2,1,8
vijay,1,2,3,0,2,0,8
learns,2,0,3,1,1,1,8
education,1,5,1,0,1,0,8
producer,2,2,0,2,1,1,8
empire,2,1,1,2,1,1,8
ben,1,0,1,1,3,2,8
sand,0,0,1,2,3,2,8
october,2,1,0,4,0,1,8
first,1,1,0,2,4,0,8
example,3,2,0,1,1,1,8
p.,2,2,3,1,0,0,8
pacific,3,0,0,1,3,1,8
kiss,2,0,3,1,1,1,8
design,1,3,0,0,3,1,8
basis,1,2,2,0,2,1,8
anguish,0,0,4,2,1,1,8
tenant,2,3,1,1,1,0,8
harry,2,0,0,1,2,3,8
miss,1,0,2,1,2,2,8
insurance,5,0,1,0,1,1,8
follower,2,1,1,2,2,0,8
november,3,1,0,3,0,1,8
delivery,3,1,1,1,1,1,8
samurai,2,0,0,1,4,1,8
britain,1,2,1,1,2,1,8
poverty,1,0,5,0,2,0,8
reinforcement,0,0,0,1,7,0,8
reputation,1,1,1,2,2,1,8
academy,3,0,0,2,2,1,8
simon,1,1,0,0,4,2,8
motorcycle,1,0,0,2,2,3,8
bit,1,1,3,1,0,2,8
executive,3,1,1,2,1,0,8
prayer,2,0,2,1,0,3,8
september,4,0,0,3,1,0,8
buddy,2,0,0,1,4,1,8
california,1,0,0,5,1,1,8
april,2,1,3,0,2,0,8
lifestyle,5,0,1,0,1,1,8
chair,1,0,2,2,0,3,8
rat,1,0,2,1,2,2,8
convict,2,1,2,1,2,0,8
row,2,1,2,0,2,1,8
collector,3,1,0,0,1,3,8
fiction,1,0,0,6,1,0,8
sin,1,1,2,0,1,3,8
ranch,0,0,0,0,8,0,8
mid,2,0,3,1,0,2,8
cellar,0,0,0,1,0,7,8
advantage,3,1,0,2,1,1,8
doubt,1,3,0,2,1,1,8
fame,2,0,2,2,1,1,8
addition,2,0,2,2,1,1,8
coma,1,0,2,1,2,2,8
cure,1,0,2,3,0,2,8
fly,0,0,0,4,2,2,8
price,2,0,2,1,1,2,8
contract,1,2,1,2,2,0,8
patrick,2,0,0,4,0,2,8
colony,1,0,1,3,3,0,8
expedition,1,0,0,2,3,2,8
underworld,1,0,2,0,2,3,8
central,1,0,2,3,1,1,8
routine,3,1,1,1,2,0,8
scar,1,0,2,0,2,3,8
investigates,1,1,0,0,2,4,8
ed,1,1,1,2,0,3,8
genius,1,0,0,4,1,2,8
spacecraft,0,0,0,7,1,0,8
joke,2,0,2,1,1,2,8
suburb,0,1,2,2,1,2,8
blow,2,0,0,2,3,1,8
clutch,1,0,3,1,2,1,8
flag,1,1,1,2,3,0,8
outskirt,1,2,1,1,1,2,8
narrative,3,2,1,1,1,0,8
instruction,2,1,1,0,2,2,8
jungle,2,0,0,2,1,3,8
countryside,1,0,1,2,2,2,8
wheel,1,1,0,2,2,2,8
spear,2,0,1,2,2,1,8
feud,1,3,0,0,4,0,8
mechanism,1,0,0,6,0,1,8
majority,2,1,1,2,2,0,8
americans,3,2,0,0,2,1,8
tamil,2,1,2,0,3,0,8
axe,0,0,1,1,2,4,8
forgiveness,3,0,1,1,2,1,8
seat,4,1,1,1,1,0,8
dealer,5,1,0,0,2,0,8
spot,1,1,2,0,2,2,8
scenario,2,0,2,1,1,2,8
ss,4,1,0,1,2,0,8
structure,5,0,0,3,0,0,8
old,0,1,0,3,2,2,8
contrast,0,2,3,0,1,2,8
mine,1,0,1,0,6,0,8
drama,2,0,4,1,1,0,8
pig,0,3,1,1,1,2,8
sir,0,1,1,2,2,2,8
pirate,0,1,2,2,3,0,8
motel,3,0,2,1,0,2,8
color,3,0,1,2,1,1,8
iraq,0,4,1,0,1,2,8
pregnancy,2,1,2,1,1,1,8
technique,0,1,1,2,3,1,8
blessing,1,2,3,0,1,1,8
bench,0,2,3,0,2,1,8
inn,1,0,0,1,2,4,8
dust,0,1,1,4,0,2,8
purchase,0,1,1,2,3,1,8
personality,1,0,2,3,1,1,8
nose,0,1,1,3,2,1,8
generation,1,3,4,0,0,0,8
fbi,5,0,0,1,0,2,8
strength,0,1,1,3,1,2,8
classmate,0,1,2,1,1,3,8
out,2,1,0,1,3,1,8
traveler,0,3,0,3,1,1,8
opinion,3,1,0,2,0,2,8
editor,0,2,1,2,1,2,8
collapse,0,0,4,3,1,0,8
pursuer,2,0,0,1,3,2,8
degree,0,1,6,0,1,0,8
grandson,0,1,3,1,1,2,8
accusation,2,1,1,1,1,2,8
list,2,0,1,2,2,1,8
retreat,1,0,0,3,1,2,7
destruct,2,0,0,5,0,0,7
item,1,0,2,2,1,1,7
moments,2,0,0,3,1,1,7
fugitive,1,0,0,2,3,1,7
reaction,1,2,0,3,1,0,7
werewolf,0,0,1,0,0,6,7
wrist,1,0,1,1,1,3,7
suitor,2,0,2,1,1,1,7
inquiry,2,1,0,2,1,1,7
grenade,3,1,1,0,2,0,7
expense,1,0,2,3,1,0,7
italian,3,0,2,0,0,2,7
johnny,3,0,0,0,1,3,7
behalf,1,0,3,0,3,0,7
cowardice,1,0,2,0,3,1,7
host,0,1,1,3,0,2,7
supporter,0,2,2,0,2,1,7
disaster,1,1,2,3,0,0,7
pas,0,1,2,0,2,2,7
blame,1,1,1,1,1,2,7
assignment,2,2,1,2,0,0,7
wine,0,0,0,2,0,5,7
mdash,1,0,3,0,2,1,7
coach,0,0,2,1,2,2,7
bone,3,0,1,2,1,0,7
hollywood,0,1,2,1,2,1,7
fiancee,0,0,0,3,2,2,7
pit,0,1,1,0,1,4,7
confusion,1,1,1,1,0,3,7
ransom,1,2,1,0,3,0,7
tension,1,1,2,0,1,2,7
concept,1,1,3,2,0,0,7
bathroom,3,0,1,0,0,3,7
arthur,2,0,1,1,2,1,7
jackson,1,2,1,0,3,0,7
fortress,1,0,1,2,2,1,7
instinct,1,0,0,1,3,2,7
catholic,1,0,1,1,2,2,7
demise,2,0,2,1,1,1,7
afterlife,2,0,0,0,1,4,7
round,2,1,0,2,2,0,7
landing,2,0,0,3,1,1,7
arrangement,2,0,2,0,1,2,7
steel,2,0,0,0,4,1,7
summons,1,0,2,0,1,3,7
premise,0,1,2,1,2,1,7
uniform,1,0,3,0,3,0,7
occasion,2,0,2,1,2,0,7
orphan,1,2,1,1,1,1,7
hatch,0,1,1,2,1,2,7
telephone,2,0,2,1,0,2,7
independence,0,0,4,2,1,0,7
shadow,1,0,0,1,1,4,7
shirt,1,1,1,1,2,1,7
peasant,1,0,0,1,3,2,7
impact,0,1,1,5,0,0,7
length,1,0,1,1,2,2,7
ali,0,2,3,0,1,1,7
medicine,1,0,0,3,3,0,7
elizabeth,1,0,1,2,1,2,7
insistence,1,0,2,1,3,0,7
cigarette,3,0,2,0,0,2,7
loyalty,0,0,0,1,5,1,7
look,1,1,3,0,0,2,7
explanation,1,0,4,0,1,1,7
district,3,2,1,0,1,0,7
merchant,2,1,0,0,3,1,7
punjab,2,0,1,0,4,0,7
sharma,1,0,5,0,1,0,7
file,4,1,0,1,1,0,7
labor,2,0,1,0,3,1,7
session,1,1,0,3,0,2,7
studio,2,0,2,1,1,1,7
apparition,0,0,0,3,0,4,7
craft,0,0,0,5,1,1,7
conviction,2,2,1,1,1,0,7
skin,1,0,0,5,0,1,7
reception,2,0,0,2,1,2,7
environment,2,1,1,2,1,0,7
determination,1,2,3,1,0,0,7
mount,1,2,1,0,3,0,7
sheet,2,0,0,1,0,4,7
depth,2,1,0,3,0,1,7
display,1,0,2,1,1,2,7
ambulance,2,0,1,0,2,2,7
rank,0,0,0,3,3,1,7
monk,1,2,0,1,2,1,7
portion,0,1,4,2,0,0,7
meet,2,0,2,1,2,0,7
edward,1,1,1,1,2,1,7
league,1,0,1,1,3,1,7
document,0,0,3,0,2,2,7
deputy,2,0,0,1,4,0,7
mohan,1,2,2,0,2,0,7
dirt,1,0,0,3,2,1,7
surgeon,0,0,0,1,1,5,7
winter,1,2,0,0,3,1,7
rape,3,0,0,0,2,2,7
catch,1,0,3,2,0,1,7
inside,0,0,0,2,3,2,7
nightclub,4,1,0,1,0,1,7
taxi,1,0,2,2,1,1,7
compound,2,0,1,0,4,0,7
inspiration,0,2,1,2,0,2,7
balcony,3,0,1,0,0,3,7
peer,1,0,1,2,0,3,7
revelation,2,0,0,3,0,2,7
solace,0,1,2,1,1,2,7
entity,0,1,1,2,0,3,7
discussion,2,1,2,1,0,1,7
commission,2,0,1,1,3,0,7
rent,2,1,3,1,0,0,7
saint,1,2,3,0,0,1,7
understanding,1,1,0,2,3,0,7
rebellion,1,1,0,1,4,0,7
rail,0,1,1,3,2,0,7
collection,1,1,1,1,0,3,7
crystal,0,2,1,3,0,1,7
broadcast,0,0,0,5,0,2,7
fishing,1,0,1,4,1,0,7
hans,2,0,2,2,0,1,7
institute,0,0,3,4,0,0,7
martin,1,1,0,1,2,2,7
frankenstein,0,0,0,2,0,5,7
juncture,1,0,2,1,3,0,7
reunites,0,0,3,2,1,1,7
tommy,4,0,0,2,1,0,7
weight,0,1,1,1,1,3,7
motion,0,1,0,4,2,0,7
confidence,1,0,3,1,2,0,7
humiliation,1,0,3,0,3,0,7
attic,2,0,2,1,0,2,7
forehead,2,0,1,1,2,1,7
piano,2,0,0,1,0,4,7
dagger,0,0,0,1,0,6,7
review,1,1,1,2,0,2,7
shoe,2,0,2,0,1,2,7
vain,2,1,1,1,0,2,7
demonstration,2,1,1,3,0,0,7
fence,1,0,1,2,1,2,7
comfort,0,0,2,1,2,2,7
coffee,2,1,1,1,2,0,7
lt,4,0,0,0,3,0,7
crown,1,2,1,0,3,0,7
desk,3,1,1,0,0,2,7
i,1,1,1,2,0,2,7
goal,0,1,1,2,3,0,7
j.,1,0,2,1,3,0,7
consciousness,0,0,2,1,1,3,7
descendant,1,2,0,2,0,2,7
delhi,2,0,4,0,1,0,7
garbage,1,2,2,0,0,2,7
ram,1,1,4,1,0,0,7
alcoholic,0,0,1,2,2,2,7
mark,1,1,0,3,0,2,7
shootout,1,0,0,1,4,1,7
pile,2,0,0,3,1,1,7
misery,3,0,2,0,0,2,7
ambush,1,0,0,1,4,1,7
tragedy,3,0,1,1,1,1,7
region,1,1,2,0,3,0,7
tie,2,0,1,1,2,1,7
today,2,4,1,0,0,0,7
wagon,1,0,0,3,3,0,7
leave,0,0,3,0,4,0,7
symbol,2,0,2,1,2,0,7
duo,0,0,2,4,1,0,7
chinese,3,1,0,1,2,0,7
bruce,2,0,2,1,2,0,7
theft,1,0,1,2,2,1,7
bully,0,0,1,2,1,3,7
spanish,0,0,2,1,3,1,7
tycoon,1,0,1,0,4,1,7
impression,1,1,1,0,2,2,7
hat,1,0,3,1,1,1,7
millionaire,2,0,2,0,0,3,7
missile,1,0,1,5,0,0,7
herd,0,0,1,2,4,0,7
triumph,0,0,4,1,1,1,7
feature,2,0,2,1,2,0,7
stair,1,0,0,3,0,3,7
pleasure,1,0,2,1,2,1,7
dozen,2,0,1,1,2,1,7
block,2,1,0,3,1,0,7
bush,1,1,2,2,1,0,7
quality,2,2,2,1,0,0,7
florida,2,1,1,0,0,3,7
fruit,3,1,2,1,0,0,7
portrait,0,2,1,0,2,2,7
sub,4,1,0,1,0,1,7
johnson,2,1,0,1,2,1,7
charm,1,1,0,1,1,3,7
flash,0,0,2,3,1,1,7
pack,1,1,3,1,0,1,7
stroke,0,1,2,0,1,2,6
cowboy,1,0,3,0,1,1,6
sadness,2,0,3,1,0,0,6
heel,2,0,3,0,0,1,6
boxing,3,0,0,1,2,0,6
stomach,2,0,0,1,2,1,6
carriage,1,0,1,0,1,3,6
candy,2,1,0,1,1,1,6
passion,3,0,2,0,0,1,6
pay,2,0,2,0,2,0,6
legend,1,0,0,2,2,1,6
victor,1,1,0,2,0,2,6
hideout,2,1,1,1,1,0,6
retribution,1,0,0,0,5,0,6
rumor,2,0,0,2,1,1,6
feat,0,1,0,4,0,1,6
physician,2,0,0,1,1,2,6
fool,1,0,2,0,2,1,6
undead,0,0,0,0,0,6,6
swordsman,1,0,0,0,4,1,6
reference,1,1,1,3,0,0,6
fiancée,1,1,0,1,2,1,6
squad,5,0,0,0,0,1,6
copy,3,0,0,2,0,1,6
poison,0,0,2,1,2,1,6
proceeds,2,2,1,0,1,0,6
bravery,2,1,0,0,3,0,6
harassment,0,2,1,0,3,0,6
policy,3,1,1,0,1,0,6
maid,0,0,0,1,1,4,6
gorge,1,0,2,0,1,2,6
danny,1,0,0,0,4,1,6
amusement,0,1,3,1,0,1,6
cinema,2,1,1,1,0,1,6
concentration,3,0,1,0,1,1,6
rush,0,0,1,1,2,2,6
horde,0,0,0,2,1,3,6
burn,0,0,2,2,0,2,6
bow,0,0,0,2,4,0,6
mood,1,0,0,2,2,1,6
prime,1,1,0,2,1,1,6
cavalry,0,0,0,1,5,0,6
cathedral,0,0,1,1,2,2,6
pleads,2,0,1,1,1,1,6
shovel,0,0,0,1,1,4,6
galaxy,0,2,0,4,0,0,6
thunderstorm,1,0,3,1,0,1,6
gunfire,0,0,0,3,1,2,6
kidnaps,0,0,1,3,1,1,6
internet,0,1,2,2,1,0,6
regret,0,1,2,1,1,1,6
vietnam,2,1,1,0,0,2,6
sunrise,0,0,0,2,1,3,6
chicago,3,0,1,1,1,0,6
oil,1,1,2,1,1,0,6
bet,1,0,1,2,2,0,6
terror,1,0,0,1,2,2,6
treason,0,0,0,1,5,0,6
rag,2,0,3,1,0,0,6
sewer,1,0,1,2,0,2,6
rivalry,3,1,1,1,0,0,6
aide,4,0,0,1,1,0,6
maria,2,0,1,3,0,0,6
terrorist,1,0,1,2,2,0,6
psychiatrist,2,0,0,2,0,2,6
francisco,1,0,0,4,1,0,6
insult,4,0,1,0,1,0,6
gunshot,0,1,0,1,2,2,6
scuffle,0,1,2,0,2,1,6
establishment,2,0,2,0,2,0,6
type,1,0,3,1,0,1,6
finding,1,0,0,1,0,4,6
bottom,1,0,1,1,1,2,6
virgin,1,0,2,0,0,3,6
industry,4,0,0,1,1,0,6
enterprise,3,0,0,3,0,0,6
favour,0,0,1,2,2,1,6
depression,2,0,3,0,0,1,6
grandparent,1,1,1,1,1,1,6
venture,1,0,1,1,1,2,6
bodyguard,1,0,1,1,3,0,6
united states,3,1,1,0,1,0,6
dragon,1,0,3,2,0,0,6
plate,1,0,1,3,1,0,6
profession,0,0,2,0,2,2,6
agency,2,0,2,1,1,0,6
desperation,2,0,2,0,0,2,6
