Movie_name,Top_genres,Release_Date,tconst,capped_profit,Successful,role_1,role_2,role_3,role_4,role_1_birth_year,role_2_birth_year,role_3_birth_year,role_4_birth_year,role_1_roles_count,role_2_roles_count,role_3_roles_count,role_4_roles_count,role_1_sex,role_2_sex,role_3_sex,role_4_sex
Sebastian,Drama,1968,tt0063570,0.0,4.5,nm0001958,nm0948772,nm0658339,nm0000024,1921,1939,1914,1904,64.0,84.0,77.0,103.0,M,F,F,M
Say it in Russian,Drama,2007,tt0386693,0.0,4.5,nm0784884,nm0104526,nm1148918,nm0001159,1946,1969,1977,1941,126.0,37.0,5.0,67.0,M,M,F,F
Up in the Air,Drama,2009,tt1193138,11609286.614221303,5.0,nm0000123,nm0267812,nm0447695,nm0000867,1961,1973,1985,1969,174.0,146.0,74.0,311.0,M,F,F,M
Burn!,Drama,1969,tt0064866,0.0,4.7,nm0000008,nm0617304,nm0759395,nm0315719,1924,1939,1933,1932,45.0,3.0,41.0,8.0,M,M,M,F
The Circle,Drama,2000,tt0255094,0.0,4.7,nm0021747,nm0541104,nm0267077,nm0754850,\N,\N,\N,\N,1.0,1.0,1.0,1.0,F,F,F,F
Escape from New York,Drama,1981,tt0082340,11609286.614221303,4.9,nm0000621,nm0001812,nm0000308,nm0000587,1951,1925,1917,1919,113.0,73.0,319.0,125.0,M,M,M,M
Night Visitor,Drama,1989,tt0100254,0.0,4.2,nm0753041,nm0307255,nm0047344,nm0105352,1968,1939,\N,\N,4.0,42.0,5.0,1.0,M,M,F,M
Union City,Drama,1980,tt0081687,0.0,4.4,nm0513731,nm0001323,nm0573481,nm0909882,1942,1945,1952,1939,15.0,18.0,63.0,1.0,M,F,M,M
Shiner,Drama,2000,tt0232632,0.0,4.4,nm0000323,nm0001445,nm0053384,nm0363857,1933,1928,1958,1962,118.0,198.0,123.0,25.0,M,M,F,M
Locked In,Drama,2010,tt1398028,0.0,4.2,nm1602660,nm2105255,nm0244630,nm0926615,1981,1984,1980,\N,51.0,49.0,96.0,16.0,M,F,F,M
Stella,Drama,2008,tt1174047,0.0,4.7,nm3072467,nm3072484,nm3182409,nm0430629,1996,\N,\N,1974,2.0,1.0,1.0,31.0,F,F,F,F
Square Dance,Drama,1987,tt0094020,0.0,4.4,nm0001673,nm0000737,nm0000213,nm0000507,1922,1939,1971,1964,113.0,48.0,87.0,271.0,M,F,F,M
Mister Frost,Drama,1990,tt0100161,0.0,4.4,nm0000156,nm0000834,nm0000869,nm0144045,1952,1950,1934,1932,121.0,162.0,77.0,102.0,M,F,M,M
Torture Garden,Drama,1967,tt0062384,0.0,4.5,nm0001588,nm0580565,nm0010770,nm0001088,1919,1907,1945,1913,121.0,163.0,5.0,91.0,M,M,F,M
Little Girl... Big Tease,Drama,1976,tt0125837,0.0,4.3,nm0712869,nm0111736,nm0070610,nm0298865,\N,1952,\N,\N,1.0,6.0,1.0,1.0,F,F,M,M
Steptoe and Son Ride Again,Drama,1973,tt0070734,0.0,4.6,nm0104183,nm0179154,nm0002047,nm0642675,1912,1925,1931,1926,63.0,93.0,76.0,35.0,M,M,F,M
Miracle in Milan,Drama,1951,tt0043809,0.0,4.8,nm0334515,nm0326524,nm0832375,nm0055364,1874,1929,1906,1888,17.0,10.0,59.0,16.0,F,M,M,M
Jagadeka Veerudu Athiloka Sundari,Drama,1990,tt0187178,0.0,4.9,nm0158112,nm0004437,nm0080238,nm0103977,1955,1963,1954,1956,140.0,348.0,128.0,525.0,M,F,M,M
The Hairdresser's Husband,Drama,1990,tt0100112,2205200.336791887,4.7,nm0734000,nm0302105,nm0078109,nm0156737,1930,1949,1930,1923,106.0,62.0,25.0,40.0,M,F,M,M
Dark Blue,Drama,2002,tt0279331,-7818264.713276813,4.4,nm0000621,nm0000609,nm0005454,nm0005230,1951,1959,1975,1966,113.0,85.0,138.0,22.0,M,M,M,F
Lola,Drama,1981,tt0082671,0.0,4.7,nm0837784,nm0000090,nm0000728,nm0297258,1950,1930,1930,1939,40.0,102.0,174.0,59.0,F,M,M,M
The Cure,Drama,1995,tt0112757,4021271.524546648,4.9,nm0001515,nm0000605,nm0250643,nm0294070,1983,1982,1978,\N,26.0,17.0,8.0,1.0,M,M,M,F
The Island,Drama,2011,tt1737256,0.0,4.2,nm0144377,nm0511892,nm1799329,nm0151572,1978,1974,\N,1945,41.0,73.0,2.0,26.0,F,M,F,M
The Curse of the Mummy's Tomb,Drama,1964,tt0057986,0.0,4.4,nm0605059,nm0397580,nm0163939,nm0738050,1921,1918,1914,1937,32.0,103.0,38.0,3.0,M,M,M,F
Hukkle,Drama,2002,tt0289229,0.0,4.7,nm1235094,nm1234185,nm1232374,nm1233621,1920,\N,\N,\N,1.0,1.0,1.0,1.0,M,F,M,M
Baltic Storm,Drama,2003,tt0313250,0.0,4.0,nm0000627,nm0001638,nm0000661,nm0489504,1960,1941,1935,1942,75.0,92.0,214.0,35.0,F,M,M,M
Death Bell,Drama,2008,tt1438522,10198184.257190851,4.5,nm3316961,nm3675959,nm3852273,nm2457325,1989,\N,\N,1988,33.0,1.0,1.0,107.0,M,F,M,F
Hell's Kitchen,Drama,1998,tt0129136,-8713769.234701702,4.0,nm0000275,nm0001235,nm0001401,nm0001616,1959,1955,1975,1974,117.0,93.0,53.0,204.0,F,M,F,M
Hoffa,Drama,1992,tt0104427,-59050475.115809485,3.5,nm0000197,nm0000362,nm0000800,nm0000687,1937,1944,1949,1943,56.0,201.0,137.0,49.0,M,M,M,M
Queen Bee,Drama,1955,tt0048527,0.0,4.6,nm0001076,nm0837959,nm0658133,nm0409869,1906,1912,1926,1914,87.0,191.0,29.0,163.0,F,M,F,M
Between the Lines,Drama,1977,tt0075744,0.0,4.6,nm0001334,nm0001080,nm0000156,nm0251708,1946,1948,1952,1947,115.0,35.0,121.0,207.0,M,F,M,F
A Better Tomorrow,Drama,1986,tt0092263,0.0,4.7,nm0862479,nm0002000,nm0000334,nm0160823,1946,1956,1955,1960,80.0,41.0,70.0,15.0,M,M,M,F
Five on the Black Hand Side,Drama,1973,tt0070063,0.0,4.5,nm0131387,nm0852146,nm0413778,nm0135102,1933,1917,1928,1925,18.0,3.0,23.0,15.0,M,F,M,F
Vulgar,Drama,2000,tt0120467,-164972.93844367014,4.3,nm0641168,nm0424682,nm0507915,nm0839486,1969,1967,\N,1976,31.0,1.0,1.0,133.0,M,M,M,M
A Thief in Paradise,Drama,1925,tt0015399,0.0,4.4,nm0448987,nm0172903,nm0697800,nm0319257,1897,1891,1895,1870,27.0,68.0,27.0,21.0,F,M,F,M
The Cat and the Canary,Drama,1927,tt0017739,0.0,4.7,nm0478851,nm0354878,nm0822477,nm0551222,1904,1889,1885,1864,56.0,28.0,20.0,39.0,F,M,M,M
Whispering Sands,Drama,2001,tt0292171,0.0,4.7,nm0354604,nm1099909,nm0706670,nm1099341,1957,1982,1949,1956,32.0,15.0,17.0,68.0,F,F,M,M
The Flemish Farm,Drama,1943,tt0036392,0.0,4.4,nm0111612,nm0262647,nm0062746,nm0295546,1887,1912,1909,1915,59.0,59.0,19.0,30.0,M,M,F,M
The Sentinel,Drama,2006,tt0443632,11609286.614221303,4.7,nm0000140,nm0000662,nm0000107,nm0519456,1944,1966,1953,1975,194.0,387.0,54.0,354.0,M,M,F,F
The Madness of King George,Drama,1994,tt0110428,0.0,5.5,nm0001329,nm0000545,nm0001291,nm0000372,1929,1945,1963,1962,151.0,121.0,119.0,114.0,M,F,M,F
The Beast Must Die,Drama,1974,tt0071200,0.0,4.4,nm0516865,nm0001088,nm0164262,nm0336509,1934,1913,1937,1928,15.0,91.0,9.0,53.0,M,M,F,M
What's Love Got to Do with It,Drama,1993,tt0108551,11609286.614221303,4.9,nm0000291,nm0000401,nm0446805,nm0135102,1958,1961,1985,1925,156.0,196.0,12.0,15.0,F,M,F,F
Make Way for Tomorrow,Drama,1937,tt0029192,0.0,4.9,nm0602005,nm0094135,nm0047810,nm0593775,1876,1889,1893,1892,59.0,30.0,44.0,118.0,M,F,F,M
Rest on Your Shoulder,Drama,2011,tt1990256,0.0,4.2,nm0504942,nm1251565,nm2798295,nm0401208,1976,1983,\N,1948,32.0,21.0,10.0,27.0,F,F,F,M
Brown's Requiem,Drama,1998,tt0171135,0.0,4.4,nm0740264,nm0915518,nm0908685,nm0766005,1955,\N,1933,1975,58.0,1.0,23.0,119.0,M,M,M,M
The Snake Pit,Drama,1948,tt0040806,0.0,5.8,nm0000014,nm0828594,nm0312890,nm0002141,1916,1916,1905,1917,44.0,77.0,44.0,93.0,F,M,M,F
North Dallas Forty,Drama,1979,tt0079640,0.0,4.6,nm0000560,nm0001164,nm0205067,nm0352731,1941,1923,1942,1949,109.0,167.0,15.0,12.0,M,M,M,F
The Grocer's Son,Drama,2007,tt0864770,0.0,4.7,nm1002627,nm1202905,nm0244999,nm0332640,1977,1979,1944,1950,27.0,67.0,37.0,8.0,M,F,M,F
The Monkey's Mask,Drama,2000,tt0259442,63000.41564266357,4.3,nm0692305,nm0000534,nm0180411,nm0184698,\N,1957,1982,1976,58.0,48.0,68.0,77.0,F,F,F,M
Seduction: The Cruel Woman,Drama,1985,tt0090252,0.0,4.2,nm0343743,nm0001424,nm0572430,nm0716686,1948,\N,\N,1943,16.0,146.0,3.0,16.0,F,M,F,F
Crazy Girls Undercover,Drama,2008,tt1350917,0.0,3.8,nm0731774,nm0956287,nm1703244,nm0002326,1965,1971,1983,\N,31.0,7.0,4.0,59.0,M,F,F,M
Willie & Phil,Drama,1980,tt0081758,-15799966.629588433,4.1,nm0648920,nm0452288,nm0788829,nm0591149,1946,1948,1952,1917,116.0,114.0,48.0,10.0,M,F,M,F
I Know Where I'm Going!,Drama,1945,tt0037800,0.0,4.7,nm0384908,nm0515193,nm0114386,nm0192958,1912,1906,1917,1878,53.0,24.0,22.0,37.0,F,M,F,M
Confidentially Yours,Drama,1983,tt0086551,0.0,4.7,nm0000272,nm0004462,nm0435726,nm0490734,1949,1930,1938,1936,106.0,122.0,77.0,38.0,F,M,M,M
Color of Night,Drama,1994,tt0109456,-32341346.662180245,3.7,nm0000246,nm0001506,nm0001952,nm0000690,1955,1973,1948,1946,173.0,12.0,42.0,100.0,M,F,M,F
That Forward Center Dies at Dawn,Drama,1961,tt0193048,0.0,4.9,nm0033522,nm0137447,nm0196147,nm0212663,\N,\N,1912,1894,18.0,1.0,2.0,5.0,M,F,M,F
La Dolce Vita,Drama,1960,tt0053779,11609286.614221303,5.1,nm0000052,nm0001179,nm0000733,nm0299014,1924,1931,1932,1926,116.0,42.0,61.0,30.0,M,F,F,F
Butterfly Kiss,Drama,1995,tt0112604,0.0,4.5,nm0001625,nm0417126,nm0716293,nm0563922,1957,1957,1961,1952,47.0,1.0,38.0,21.0,F,F,F,M
Rosa Blanca,Drama,1961,tt0055386,0.0,4.8,nm0529964,nm0551469,nm0648186,nm0479872,1925,1932,1917,1925,709.0,18.0,1.0,304.0,M,F,M,F
The Crying Game,Drama,1992,tt0104036,11609286.614221303,6.0,nm0001653,nm0001109,nm0001845,nm0001669,1946,1968,1961,1958,122.0,3.0,113.0,107.0,M,M,M,F
Forgotten Pills,Drama,2010,tt1095180,0.0,4.8,nm2789953,nm1440137,nm0084114,nm1642004,\N,1991,1948,1993,37.0,5.0,11.0,4.0,F,F,M,M
Puppy,Drama,2005,tt0432006,0.0,4.4,nm0870166,nm0193046,nm0233065,nm0255101,\N,1974,1942,1972,24.0,36.0,19.0,4.0,F,M,M,F
Center Stage: Turn It Up,Drama,2008,tt1145144,0.0,4.4,nm1552693,nm2855957,nm0421670,nm1740381,1984,1987,\N,1994,35.0,25.0,6.0,29.0,M,F,F,F
Tetro,Drama,2009,tt0964185,-2607760.26609396,4.6,nm0001252,nm2403277,nm0893941,nm0702379,1961,1989,1970,1955,43.0,25.0,128.0,3.0,M,M,F,F
The Narrow Margin,Drama,1952,tt0044954,-89166164.4695543,3.2,nm0569902,nm0934798,nm0924916,nm0502745,1914,1919,1922,1905,76.0,51.0,10.0,3.0,M,F,F,F
Italian for Beginners,Drama,2000,tt0243862,0.0,4.7,nm0077944,nm0433692,nm0836742,nm0304644,1969,1965,1967,1958,82.0,64.0,42.0,65.0,M,F,F,M
Yes Boss,Drama,1997,tt0120540,-3982064.063960129,4.5,nm0451321,nm0004487,nm0659156,nm0787447,1965,1967,1965,1970,111.0,91.0,39.0,19.0,M,F,M,F
The Odd Angry Shot,Drama,1979,tt0079652,-1957171.2022046156,4.5,nm0448058,nm0362970,nm0418877,nm0000986,1934,1945,1951,1947,6.0,39.0,63.0,125.0,M,M,M,M
Sir,Drama,1993,tt0108144,0.0,4.5,nm0787462,nm0080324,nm0013158,nm0712546,1950,1972,1970,1955,179.0,29.0,14.0,106.0,M,F,M,M
Marvelous,Drama,2006,tt0800347,0.0,4.1,nm0000588,nm0001711,nm0001971,nm0752407,1970,1960,1972,1968,149.0,55.0,82.0,39.0,F,F,M,F
The Pyx,Drama,1973,tt0070578,0.0,4.3,nm0000947,nm0001626,nm0683603,nm0746210,1939,1929,1941,1923,113.0,217.0,25.0,7.0,F,M,M,M
Two English Girls,Drama,1971,tt0066989,0.0,4.7,nm0529543,nm0548440,nm0854909,nm0550204,1944,1940,1949,1917,58.0,52.0,4.0,5.0,M,F,F,F
Repentance,Drama,1984,tt0093754,0.0,4.9,nm0538513,nm0098600,nm0632456,nm0009502,1943,1944,1960,\N,13.0,5.0,7.0,1.0,M,F,F,F
After.Life,Drama,2009,tt0838247,-1367807.7368798854,4.4,nm0000207,nm0000553,nm0519043,nm2425105,1980,1952,1978,1998,79.0,126.0,117.0,8.0,F,M,M,M
The Winslow Boy,Drama,1948,tt0040970,0.0,4.8,nm0232196,nm0362567,nm0705509,nm0500364,1905,1893,1897,1922,21.0,86.0,16.0,30.0,M,M,M,F
Waiting to Exhale,Drama,1995,tt0114885,11609286.614221303,4.6,nm0001365,nm0000291,nm0222643,nm0005375,1963,1958,1949,1964,4.0,156.0,249.0,48.0,F,F,F,F
Sweet Smell of Success,Drama,1957,tt0051036,11609286.614221303,5.1,nm0000044,nm0000348,nm0365893,nm0590398,1913,1925,1938,1931,81.0,111.0,5.0,329.0,M,M,F,M
The Passion of Joan of Arc,Drama,1928,tt0019254,0.0,4.9,nm0266029,nm0798564,nm0075551,nm0776914,1892,1851,1880,1866,1.0,1.0,23.0,9.0,F,M,M,M
Perfect,Drama,1985,tt0089798,-13383572.16643012,3.9,nm0000237,nm0000130,nm0255036,nm0069608,1954,1958,\N,1919,76.0,89.0,1.0,12.0,M,F,M,F
California Suite,Drama,1978,tt0077289,11609286.614221303,5.4,nm0000404,nm0000257,nm0001749,nm0000323,1937,1936,1934,1933,171.0,317.0,50.0,118.0,F,M,F,M
Valliettan,Drama,2000,tt0274188,0.0,4.6,nm0007123,nm1388202,nm0419677,nm1432530,1951,1962,1966,\N,264.0,116.0,73.0,17.0,M,M,M,M
Rhythm,Drama,2000,tt0285993,0.0,4.8,nm0035018,nm0576169,nm0033243,nm0433392,1962,1976,1964,1978,69.0,1275.0,88.0,42.0,M,F,M,F
The Dark Past,Drama,1948,tt0040270,0.0,4.5,nm0000034,nm0001225,nm0002011,nm0421922,1918,1924,1911,1917,68.0,87.0,221.0,34.0,M,F,M,F
Bringing Rain,Drama,2003,tt0330094,0.0,4.3,nm0004978,nm0209289,nm0923266,nm1232226,1976,1984,1980,1984,128.0,23.0,107.0,7.0,M,F,F,F
Kindergarten Cop,Drama,1990,tt0099938,11609286.614221303,4.7,nm0000216,nm0000542,nm0715622,nm0001373,1947,1964,1949,1945,90.0,65.0,59.0,54.0,M,F,F,F
The Angel Wore Red,Drama,1960,tt0053601,0.0,4.4,nm0001257,nm0001958,nm0001072,nm0001120,1922,1921,1905,1901,44.0,64.0,100.0,119.0,F,M,M,M
Armored Car Robbery,Drama,1950,tt0042206,0.0,4.6,nm0569902,nm0421922,nm0848251,nm0288830,1914,1917,1915,1911,76.0,34.0,241.0,148.0,M,F,M,M
Snegithiye,Drama,2000,tt0354922,0.0,4.6,nm0433392,nm1166510,nm0007102,nm0482285,1978,1984,1970,1952,42.0,12.0,79.0,1195.0,F,F,F,F
The Italian Job,Drama,1969,tt0064505,-19360522.489777375,4.4,nm0000323,nm0002021,nm0001350,nm0885203,1933,1899,1924,1916,118.0,8.0,8.0,64.0,M,M,M,M
Bella,Drama,2007,tt1095453,11609286.614221303,4.6,nm2760592,,,,\N,,,,1.0,,,,F,,,
Ponni,Drama,1976,tt0155961,0.0,4.4,nm0352032,nm0482285,nm0813762,nm0025614,1954,1952,\N,\N,121.0,1195.0,60.0,14.0,M,F,M,M
Elite Squad,Drama,2007,tt0861739,-4567057.150631263,4.8,nm0609944,nm2386123,nm0432753,nm1141101,1976,1981,1976,1972,232.0,24.0,258.0,222.0,M,M,M,M
The Devil's Advocate,Drama,1997,tt0118971,11609286.614221303,5.0,nm0000206,nm0000199,nm0000234,nm0000470,1964,1940,1975,1946,83.0,63.0,53.0,29.0,M,M,F,M
Owning Mahowny,Drama,2003,tt0285861,-12869010.19252548,4.4,nm0000450,nm0000378,nm0000457,nm0001999,1967,1970,1940,1949,35.0,155.0,241.0,76.0,M,F,M,M
Bulletproof Monk,Drama,2003,tt0245803,-18384823.676065233,4.0,nm0000334,nm0005405,nm0454809,nm0734558,1955,1976,1979,1962,70.0,47.0,148.0,144.0,M,M,F,M
Bigger Than the Sky,Drama,2005,tt0363504,-909163.8574781312,4.4,nm0859197,nm0005442,nm0179173,nm0000276,\N,1976,1961,1971,6.0,49.0,145.0,392.0,M,F,M,M
Sweet Home Alabama,Drama,2002,tt0256415,11609286.614221303,4.7,nm0000702,nm0001131,nm0524197,nm0000298,1976,1966,1971,1946,106.0,65.0,116.0,278.0,F,M,M,F
Night Train To Paris,Drama,1964,tt0058402,0.0,4.2,nm0000558,nm0348518,nm0828368,nm0688384,1926,1944,1932,1913,296.0,3.0,7.0,82.0,M,F,F,M
Café Lumière,Drama,2003,tt0412596,0.0,4.6,nm1406822,nm0038355,nm0353717,nm0948263,1976,1973,1971,1956,5.0,100.0,72.0,40.0,F,M,M,F
A Horrible Way to Die,Drama,2010,tt1617620,0.0,4.3,nm1410105,nm1541272,nm1846132,nm1148107,1977,1981,1981,1981,33.0,41.0,33.0,6.0,M,F,M,M
Ten,Drama,2002,tt0301978,0.0,4.7,nm1178113,nm1179606,nm1332962,nm2948264,1974,1992,\N,\N,6.0,5.0,1.0,3.0,F,M,M,F
Gran Torino,Drama,2008,tt1205489,11609286.614221303,5.1,nm0000142,nm3057402,nm1542291,nm3115704,1930,1991,1978,\N,266.0,5.0,7.0,4.0,M,M,M,F
Time and Tide,Drama,2000,tt0251433,0.0,4.6,nm0874866,nm0047010,nm0516284,nm0875269,1980,1968,1974,1982,35.0,4.0,8.0,2.0,M,M,F,F
Running with Scissors,Drama,2006,tt0439289,-5330545.333099913,4.4,nm0189200,nm0000906,nm0004051,nm0000569,1986,1958,1946,1972,32.0,45.0,207.0,39.0,M,F,M,F
Sathi Leelavathi,Drama,1995,tt0140534,0.0,4.9,nm0352032,nm0033243,nm0764821,nm1427780,1954,1964,1962,1965,121.0,88.0,24.0,16.0,M,M,F,F
Two of a Kind,Drama,1951,tt0044159,0.0,4.6,nm0639529,nm0779507,nm0601930,nm0461594,1915,1922,1929,1907,175.0,25.0,49.0,39.0,M,F,F,M
Kalam Mari Katha Mari,Drama,1987,tt0271025,0.0,4.7,nm0018203,nm0033245,nm0006982,nm0151534,\N,1939,1929,1965,87.0,59.0,258.0,6802.0,M,M,M,F
On the Downlow,Drama,2004,tt0390323,0.0,4.4,nm1542902,nm1542339,nm1538719,nm0131083,\N,\N,\N,\N,5.0,10.0,2.0,5.0,M,M,M,M
Aadyathe Kanmani,Drama,1995,tt0355167,0.0,4.6,nm0419688,nm0710161,nm0579756,nm1428288,1964,\N,1970,\N,488.0,39.0,84.0,397.0,M,F,M,F
Imagine That,Drama,2009,tt0780567,-35327530.677771196,3.7,nm0000552,nm0002006,nm2780578,nm0001074,1961,1960,2000,1938,84.0,226.0,167.0,105.0,M,M,F,M
Mystery Mountain,Drama,1934,tt0025544,0.0,4.7,nm0562770,nm1224044,nm0384978,nm0768514,1895,1925,1914,1895,55.0,20.0,5.0,72.0,M,M,F,M
Loverboy,Drama,2005,tt0388213,64801.56310561128,4.3,nm0001718,nm1122614,nm0001714,nm0000102,1965,1996,1961,1958,173.0,10.0,117.0,156.0,F,M,M,M
El Super,Drama,1979,tt0079981,0.0,4.7,nm0383090,nm0599493,nm0575763,nm0001615,\N,1944,\N,1959,3.0,237.0,1.0,36.0,M,F,M,F
Sudden Fear,Drama,1952,tt0045205,11609286.614221303,5.0,nm0001076,nm0001588,nm0002108,nm0071636,1906,1919,1923,1906,87.0,121.0,35.0,71.0,F,M,F,M
Rolling Family,Drama,2004,tt0359254,0.0,4.6,nm0158180,nm11947435,nm1904077,nm11947436,1921,\N,\N,\N,1.0,1.0,1.0,1.0,F,F,F,F
Zhou Yu's Train,Drama,2002,tt0354243,0.0,4.5,nm0000084,nm0504899,nm0838944,nm1441985,1965,1958,1970,\N,32.0,79.0,22.0,2.0,F,M,M,M
The Clan of the Cave Bear,Drama,1986,tt0090848,-28177237.408956133,3.8,nm0000435,nm0715622,nm0001664,nm0906640,1960,1949,1953,1955,79.0,59.0,75.0,11.0,F,F,M,M
Left Behind II: Tribulation Force,Drama,2002,tt0283644,0.0,4.2,nm0131647,nm0424635,nm0319739,nm0827048,1970,1959,1955,\N,199.0,70.0,310.0,5.0,M,M,M,F
Blackrock,Drama,1997,tt0118735,1622322.3964282004,4.5,nm0108068,nm0188933,nm0528539,nm0371824,\N,\N,1971,1948,4.0,53.0,35.0,128.0,M,F,M,M
The Duellists,Drama,1977,tt0075968,-3515400.2474907194,4.7,nm0001018,nm0000172,nm0001215,nm0002081,1949,1939,1936,1937,194.0,120.0,57.0,73.0,M,M,M,M
"Bread, Love and Dreams",Drama,1953,tt0046159,0.0,4.6,nm0001120,nm0518178,nm0581028,nm0726295,1901,1927,1923,1889,119.0,55.0,59.0,28.0,M,F,F,M
Let the Devil Wear Black,Drama,1999,tt0151331,0.0,4.2,nm0672103,nm0000871,nm0005342,nm0792177,1962,1968,1969,1951,36.0,40.0,210.0,166.0,M,M,M,M
In the Land of Women,Drama,2007,tt0419843,8563232.157433618,4.7,nm0111013,nm0829576,nm0000212,nm0025745,1979,1990,1961,1975,122.0,42.0,45.0,60.0,M,F,F,F
A Pure Formality,Drama,1994,tt0110917,0.0,4.8,nm0000367,nm0000591,nm0748207,nm0224214,1948,1933,1959,1947,211.0,10.0,63.0,11.0,M,M,M,M
Kilukkampetti,Drama,1991,tt0257837,0.0,4.6,nm0419688,nm0471472,nm0415549,nm0045138,1964,1975,1951,1987,488.0,19.0,129.0,18.0,M,F,M,F
Dushman,Drama,1998,tt0189492,0.0,4.6,nm0004418,nm0004569,nm0709359,nm0037017,1974,1959,1967,1969,47.0,148.0,231.0,395.0,F,M,M,M
The Crucible,Drama,1996,tt0115988,-26649815.15403464,4.1,nm0000358,nm0000213,nm0006890,nm0000260,1957,1971,1922,1956,26.0,87.0,35.0,47.0,M,F,M,F
The Warped Ones,Drama,1960,tt0057238,0.0,4.6,nm0442709,nm9825012,nm0323530,nm0619227,1938,\N,1937,1934,48.0,2.0,20.0,65.0,M,F,M,M
Diary of the Dead,Drama,1976,tt0080626,0.0,4.6,nm0001185,nm0083081,nm0248147,nm0280242,1936,1916,1933,1913,91.0,109.0,2.0,174.0,M,M,F,F
The Women,Drama,2008,tt0430770,11609286.614221303,4.4,nm0000212,nm0578949,nm0000906,nm0005226,1961,1974,1958,1968,45.0,24.0,45.0,405.0,F,F,F,F
Chaos Theory,Drama,2007,tt0460745,0.0,4.6,nm0005351,nm0607865,nm0870204,nm0149950,1976,1971,1972,1976,199.0,89.0,60.0,372.0,M,F,M,F
The Emperor's Club,Drama,2002,tt0283530,11609286.614221303,4.8,nm0000177,nm0386472,nm0340408,nm0001110,1947,1985,1963,1965,53.0,65.0,82.0,33.0,M,M,M,F
Michael Clayton,Drama,2007,tt0465538,11609286.614221303,6.1,nm0000123,nm0842770,nm0929489,nm0001574,1961,1960,1948,1955,174.0,82.0,82.0,74.0,M,F,M,M
The Door in the Floor,Drama,2004,tt0348593,-983792.6207191388,4.6,nm0000313,nm0000107,nm0287898,nm1102577,1949,1953,1984,1998,91.0,54.0,42.0,82.0,M,F,M,F
Mo' Money,Drama,1992,tt0104897,-28681659.341964606,3.8,nm0001834,nm0001107,nm0005541,nm0764134,1960,1967,1972,1931,206.0,121.0,145.0,138.0,M,F,M,M
Duniya,Drama,2007,tt3227034,-319694.0005441884,4.8,nm5862375,nm5886500,nm1679254,nm3132784,1974,\N,\N,1974,17.0,7.0,66.0,78.0,M,F,M,M
The Counterfeit Traitor,Drama,1962,tt0055871,0.0,4.8,nm0000034,nm0658339,nm0341518,nm0705384,1918,1914,1912,1912,68.0,77.0,37.0,43.0,M,F,M,M
Walk Like a Man,Drama,1987,tt0094288,-959670.6029130914,4.1,nm0000502,nm0005177,nm0001458,nm0131974,1938,1955,1926,1953,232.0,51.0,308.0,51.0,M,M,F,F
Indian Summer,Drama,1993,tt0107212,11609286.614221303,4.8,nm0000273,nm0002023,nm0000178,nm0000200,1934,1956,1965,1955,85.0,72.0,79.0,129.0,M,M,F,M
Great Expectations,Drama,1946,tt0038574,0.0,4.8,nm0590055,nm0387753,nm0905697,nm0001739,1908,1917,1932,1929,163.0,33.0,16.0,61.0,M,F,M,F
We of the Never Never,Drama,1982,tt0084893,0.0,4.6,nm0700574,nm0226583,nm0891074,nm0280143,1953,1939,1931,1958,27.0,17.0,20.0,76.0,F,M,M,M
Equinox Flower,Drama,1958,tt0051720,0.0,4.8,nm0754955,nm0849011,nm0034836,nm0473984,1909,1910,1932,1931,34.0,70.0,49.0,42.0,M,F,F,F
Secrets of the Heart,Drama,1997,tt0120090,-2547046.162392275,4.6,nm0351029,nm0530048,nm0613284,nm0679251,1962,1943,1957,1954,40.0,81.0,85.0,37.0,M,F,F,F
A Stranger Among Us,Drama,1992,tt0105483,11609286.614221303,4.6,nm0000429,nm0856908,nm0659601,nm0001630,1957,1965,1955,1960,54.0,11.0,196.0,12.0,F,M,M,F
Come Dance with Me!,Drama,1959,tt0053428,0.0,4.5,nm0000003,nm0896331,nm0011625,nm0603916,1934,1919,1930,1921,35.0,30.0,43.0,15.0,F,M,F,M
Charlotte Gray,Drama,2001,tt0245046,991235.5433904366,4.5,nm0000949,nm0281424,nm0190206,nm1130277,1969,1952,1968,\N,104.0,84.0,61.0,2.0,F,M,F,F
Mrs. Winterbourne,Drama,1996,tt0117104,-22515963.982483264,4.1,nm0000511,nm0001442,nm0000409,nm0762153,1934,1968,1968,1951,75.0,25.0,60.0,154.0,F,F,M,M
Patch Adams,Drama,1998,tt0129290,11609286.614221303,4.8,nm0000245,nm0518687,nm0005321,nm0000450,1951,1973,1971,1967,204.0,20.0,147.0,35.0,M,M,F,M
Stop-Loss,Drama,2008,tt0489281,-15165969.606166515,4.3,nm0000202,nm0180411,nm0330687,nm0114532,1974,1982,1981,1984,100.0,68.0,220.0,137.0,M,F,M,M
Leap of Faith,Drama,1992,tt0104695,11609286.614221303,4.7,nm0000188,nm0000700,nm0000357,nm0000553,1945,1955,1961,1952,72.0,100.0,48.0,126.0,M,F,F,M
The Hands of Orlac,Drama,1924,tt0015202,0.0,4.7,nm0891998,nm0815054,nm0823731,nm0039489,1893,1899,1868,1872,69.0,2.0,4.0,4.0,M,F,M,M
Miss Bala,Drama,2011,tt1911600,0.0,4.6,nm2362713,nm2084963,nm0044430,nm0947490,\N,\N,1979,\N,57.0,36.0,160.0,27.0,F,M,F,M
